Time [s],Rank 5,Rank 1,Rank 4,Rank 0,Rank 7,Rank 3,Rank 6,Rank 2
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.001032698,1.0,,,,,,,
0.001117464,,1.0,,,,,,
0.001253052,,,,1.0,,,,
0.001314766,,,,,,1.0,,
0.00175816,,,,,,,1.0,
0.002099895,,,,,1.0,,,
0.011857091,,,,,,,,1.0
0.014504657,,,1.0,,,,,
0.037292955,,,,,,,1.0,
0.038406017,,,,,,1.0,,
0.038541099,1.0,,,,,,,
0.040099028,,,,,,,,1.0
0.042202733,,1.0,,,,,,
0.042639795,,,,1.0,,,,
0.049167277,,,,,1.0,,,
0.054033293,,,1.0,,,,,
0.066300247,,,,,,,,0.81106136245202
0.067309146,,,,0.81106136245202,,,,
0.067706661,,,,,0.81106136245202,,,
0.069117554,,,,,,0.81106136245202,,
0.069680193,0.81106136245202,,,,,,,
0.073664738,,,,,,,0.81106136245202,
0.076625699,,,0.81106136245202,,,,,
0.079501539,,0.81106136245202,,,,,,
0.091460084,,,,,,,,0.78289583738301
0.092823898,,,0.78289583738301,,,,,
0.092837343,,,,0.78289583738301,,,,
0.094984395,,,,,0.78289583738301,,,
0.095370991,,,,,,0.78289583738301,,
0.099820333,,,,,,,0.78289583738301,
0.101906027,,0.78289583738301,,,,,,
0.103346356,0.78289583738301,,,,,,,
0.110854663,,,,,,,,0.771909985318103
0.112219751,,,,,,0.771909985318103,,
0.113627993,,,0.771909985318103,,,,,
0.114221839,,,,0.771909985318103,,,,
0.125984006,,,,,0.771909985318103,,,
0.130914776,,,,,,,0.771909985318103,
0.13112143,,,,0.771909985318103,,,,
0.131290484,,0.771909985318103,,,,,,
0.133562824,,,,,,,,0.771909985318103
0.133839833,,,,,,0.771909985318103,,
0.139303114,0.771909985318103,,,,,,,
0.147869219,,,,,0.765517065078332,,,
0.152455417,,,,,,,0.765517065078332,
0.15289061,,,,0.765517065078332,,,,
0.155011455,0.765517065078332,,,,,,,
0.155576566,,0.765517065078332,,,,,,
0.156193197,,,0.765517065078332,,,,,
0.158655008,,,,,,0.765517065078332,,
0.164274959,,,,,,,,0.765517065078332
0.174650189,,,,0.759555412216123,,,,
0.175778452,,,0.759555412216123,,,,,
0.177668684,,0.759555412216123,,,,,,
0.177787665,,,,,,0.759555412216123,,
0.184273527,0.759555412216123,,,,,,,
0.189227939,,,,,,,,0.759555412216123
0.193571782,,,,,0.759555412216123,,,
0.198122557,,,,0.759555412216123,,,,
0.198737714,,,0.759555412216123,,,,,
0.199816261,,0.759555412216123,,,,,,
0.201081309,,,,,,0.759555412216123,,
0.201447529,,,,,,,0.759555412216123,
0.201849319,0.759555412216123,,,,,,,
0.212566425,,,,,,,,0.75607619500493
0.216239718,,,,0.75607619500493,,,,
0.218379788,,,,,0.75607619500493,,,
0.227470006,,,,,,,0.75607619500493,
0.227647438,,,0.75607619500493,,,,,
0.229352589,,,,,,0.75607619500493,,
0.230701885,,0.75607619500493,,,,,,
0.230831887,0.75607619500493,,,,,,,
0.243779592,,,,0.75607619500493,,,,
0.245455551,,,,,,,,0.751383220116775
0.247009389,,,,,,0.751383220116775,,
0.247410236,,,,,0.751383220116775,,,
0.249015111,,,0.751383220116775,,,,,
0.249933293,,,,,,,0.751383220116775,
0.252150301,,0.751383220116775,,,,,,
0.252867528,0.751383220116775,,,,,,,
0.25896078,,,,0.751383220116775,,,,
0.265497165,,0.751383220116775,,,,,,
0.26550532,,,,,,0.751383220116775,,
0.265948826,,,0.751383220116775,,,,,
0.266739381,0.751383220116775,,,,,,,
0.266806552,,,,,,,,0.751383220116775
0.266889451,,,,,,,0.751383220116775,
0.267516434,,,,,0.751383220116775,,,
0.270636916,,,,0.748535746233356,,,,
0.280097396,,,,,,0.748535746233356,,
0.284870822,,,,,,,,0.748535746233356
0.287696453,,,,,0.748535746233356,,,
0.288142628,,0.748535746233356,,,,,,
0.290949638,,,,,,,0.748535746233356,
0.291997427,,,,0.748535746233356,,,,
0.292510008,,,0.748535746233356,,,,,
0.296110143,0.748535746233356,,,,,,,
0.305390913,,,,,,0.748535746233356,,
0.30671979,,,,0.748535746233356,,,,
0.307035864,,,0.748535746233356,,,,,
0.307317331,,,,,0.748535746233356,,,
0.308434283,,,,,,,0.744202480306735,
0.309170685,,0.748535746233356,,,,,,
0.310739159,0.748535746233356,,,,,,,
0.311682048,,,,,,,,0.744202480306735
0.319560214,,,,0.744202480306735,,,,
0.321432652,,,0.744202480306735,,,,,
0.323196527,,,,,0.744202480306735,,,
0.324455433,,,,,,0.744202480306735,,
0.32470136,,0.744202480306735,,,,,,
0.330286261,0.744202480306735,,,,,,,
0.330772645,,,,,,,,0.744202480306735
0.330881072,,,,,,,0.744202480306735,
0.338903615,,,0.740344258380103,,,,,
0.340638378,0.740344258380103,,,,,,,
0.340885028,,,,,0.740344258380103,,,
0.343451195,,,,0.740344258380103,,,,
0.344635187,,0.740344258380103,,,,,,
0.348190413,,,,,,0.740344258380103,,
0.353039276,,,,,,,0.740344258380103,
0.353505985,,,,,,,,0.740344258380103
0.365607577,,,,,0.737890750929333,,,
0.36626067,,0.737890750929333,,,,,,
0.367382743,0.737890750929333,,,,,,,
0.367858893,,,,,,,,0.737890750929333
0.368563936,,,,0.737890750929333,,,,
0.369370438,,,0.737890750929333,,,,,
0.37064459,,,,,,,0.737890750929333,
0.376730221,,,,,,0.737890750929333,,
0.385406034,,,,0.736023264048132,,,,
0.386016497,,0.736023264048132,,,,,,
0.386058545,,,,,,,0.736023264048132,
0.386117463,0.736023264048132,,,,,,,
0.386203108,,,,,,,,0.736023264048132
0.386960746,,,0.736023264048132,,,,,
0.394134262,,,,,0.736023264048132,,,
0.401971307,,,,,,0.736023264048132,,
0.402979522,,,0.734215411016562,,,,,
0.407454209,,,,,,,,0.734215411016562
0.407981279,,,,0.734215411016562,,,,
0.40887247,,,,,,,0.734215411016562,
0.410226514,,0.734215411016562,,,,,,
0.411407348,0.734215411016562,,,,,,,
0.411447848,,,,,0.734215411016562,,,
0.418338599,,,,,,0.734215411016562,,
0.423117922,,,0.734215411016562,,,,,
0.423828419,,,,0.734215411016562,,,,
0.424127469,,,,,,,0.734215411016562,
0.425118716,,,,,,,,0.732458752274169
0.426702897,,0.734215411016562,,,,,,
0.428133805,,,,,0.732458752274169,,,
0.429431923,0.732458752274169,,,,,,,
0.431109112,,,,,,0.732458752274169,,
0.435787395,,,,0.732458752274169,,,,
0.435901713,,,0.732458752274169,,,,,
0.437069588,,,,,,,0.732458752274169,
0.437642526,,0.732458752274169,,,,,,
0.445692575,,,,,,,,0.729911406204602
0.448389507,0.729911406204602,,,,,,,
0.449423916,,,0.729911406204602,,,,,
0.44963845,,,,,,0.729911406204602,,
0.449957938,,,,0.729911406204602,,,,
0.450846391,,,,,,,0.729911406204602,
0.450978826,,0.729911406204602,,,,,,
0.451794113,,,,,0.729911406204602,,,
0.462406912,,,,0.728261699558743,,,,
0.462663101,,,,,,,,0.728261699558743
0.463440147,,,,,,0.728261699558743,,
0.464225497,,,,,,,0.728261699558743,
0.464526551,,,0.728261699558743,,,,,
0.466119464,,,,,0.728261699558743,,,
0.472939769,0.728261699558743,,,,,,,
0.473247902,,0.728261699558743,,,,,,
0.481558759,,,,,,,,0.728261699558743
0.482085765,,,,0.728261699558743,,,,
0.482974406,,,,,,,0.726647117533097,
0.483147464,,,0.726647117533097,,,,,
0.483906161,,,,,0.728261699558743,,,
0.484879265,,0.726647117533097,,,,,,
0.487335065,,,,,,0.726647117533097,,
0.48784434,0.726647117533097,,,,,,,
0.495153981,,,,,0.726647117533097,,,
0.500041545,,,,0.726647117533097,,,,
0.500126389,,,,,,,,0.726647117533097
0.501571693,,,,,,0.726647117533097,,
0.502120699,,,0.726647117533097,,,,,
0.503486526,,0.726647117533097,,,,,,
0.504870636,0.726647117533097,,,,,,,
0.507894173,,,,,,,0.726647117533097,
0.515006966,,,,0.72448269128572,,,,
0.515307267,,,,,,,,0.72448269128572
0.515694218,,,,,,0.72448269128572,,
0.517508247,0.72448269128572,,,,,,,
0.517634696,,0.72448269128572,,,,,,
0.521745282,,,,,0.72448269128572,,,
0.528778844,,,0.72448269128572,,,,,
0.52893357,,,,,,,,0.72448269128572
0.529024709,,,,,,,0.72448269128572,
0.533062074,,,,0.72448269128572,,,,
0.535998216,,0.72448269128572,,,,,,
0.539409883,,,,,,0.72448269128572,,
0.540008434,,,0.721991688150857,,,,,
0.540803198,,,,,,,0.721991688150857,
0.541694721,0.72448269128572,,,,,,,
0.542941284,,,,,0.721991688150857,,,
0.543253692,,,,,,,,0.721991688150857
0.546052934,,,,0.721991688150857,,,,
0.551361595,,0.721991688150857,,,,,,
0.559968841,0.721991688150857,,,,,,,
0.560123488,,,,,,0.721991688150857,,
0.568205045,,,0.721991688150857,,,,,
0.568507031,,,,0.721991688150857,,,,
0.569074897,,,,,,,0.721991688150857,
0.569550522,,,,,,,,0.721991688150857
0.571353145,,,,,0.721991688150857,,,
0.57164606,0.721991688150857,,,,,,,
0.572057637,,0.721991688150857,,,,,,
0.577453376,,,,,,0.719581710739585,,
0.581668706,,,,,,,,0.719581710739585
0.582331911,,,0.719581710739585,,,,,
0.582840579,,,,0.719581710739585,,,,
0.583336968,,,,,,,0.719581710739585,
0.585597025,0.719581710739585,,,,,,,
0.586043664,,0.719581710739585,,,,,,
0.588366207,,,,,0.719581710739585,,,
0.598030798,,,,,,0.716858593239709,,
0.598845742,,,,0.716858593239709,,,,
0.59911995,,,0.716858593239709,,,,,
0.601164998,,,,,,,,0.716858593239709
0.601364392,0.716858593239709,,,,,,,
0.601392961,,,,,,,0.716858593239709,
0.602714124,,0.716858593239709,,,,,,
0.605599898,,,,,0.716858593239709,,,
0.611089715,,,0.716858593239709,,,,,
0.613355318,,,,,,,,0.715440025877447
0.614003649,,0.716858593239709,,,,,,
0.614818062,0.715440025877447,,,,,,,
0.615165586,,,,,,0.715440025877447,,
0.616513078,,,,0.715440025877447,,,,
0.620976422,,,,,,,0.715440025877447,
0.62326729,,,,,0.715440025877447,,,
0.627651563,,,0.715440025877447,,,,,
0.631622814,,0.715440025877447,,,,,,
0.638033477,,,,0.71369735242204,,,,
