Time [s],Rank 0
0.0,1.0
4.25e-06,1.0
0.088959987,0.81449047818226
0.173564491,0.788868138912973
0.258473486,0.78016716135732
0.342183781,0.775737926197497
0.425541092,0.772935339745288
0.507676559,0.770916578683029
0.588826747,0.769336010909092
0.674123195,0.768026780189929
0.764259721,0.766898643446624
0.852878602,0.765898510449999
0.933261261,0.764993047026073
1.024893463,0.764160205389432
1.107474276,0.763384768029753
1.189502947,0.762655851784256
1.269000718,0.761965435622938
1.358692921,0.761307453621874
1.449980479,0.760677214964248
1.536019507,0.760071020927896
1.619012028,0.759485904739216
1.70486596,0.75891945044055
1.785610093,0.75836966396122
1.869279212,0.757834879519127
1.950263247,0.757313690454873
2.032873588,0.756804897293887
2.117249626,0.756307468172572
2.201822698,0.755820508281377
2.291214729,0.75534323598107
2.375042394,0.754874963924713
2.463786112,0.754415083981408
2.549082019,0.75396305508078
2.637102391,0.753518393325294
2.729803083,0.753080663880946
2.808681579,0.752649474275387
2.891523954,0.75222446881953
2.978758867,0.751805323933189
3.063618669,0.751391744203686
3.147556337,0.750983459042924
3.234660689,0.75058021983639
3.321234429,0.75018179749904
3.404904281,0.749787980369714
3.489075757,0.749398572388817
3.571381968,0.749013391514241
3.650133901,0.748632268338697
3.736647633,0.748255044878106
3.81993354,0.74788157350595
3.902631823,0.747511716012687
3.989582822,0.747145342772767
4.072463366,0.746782332004583
4.152715966,0.746422569111001
4.247972255,0.746065946089976
4.328650285,0.745712361006368
4.412401704,0.745361717517338
4.503634616,0.745013924444828
4.586412964,0.744668895389508
4.668088241,0.744326548381385
4.750206679,0.743986805562867
4.838082257,0.743649592900685
4.920363169,0.743314839923485
5.003886583,0.742982479482366
5.087803433,0.742652447531912
5.172051847,0.742324682929645
5.253137597,0.741999127251987
5.344138384,0.741675724625127
5.428024012,0.741354421569311
5.51507869,0.74103516685528
5.600916815,0.740717911371709
5.68238721,0.740402608002623
5.763997147,0.740089211513884
5.849565972,0.73977767844794
5.93448882,0.739467967026102
6.023652034,0.739160037057698
6.106015436,0.738853849855526
6.194489884,0.738549368157059
6.29374748,0.738246556050945
6.378549378,0.737945378908365
6.461976441,0.73764580331885
6.541250807,0.73734779703022
6.629920265,0.737051328892316
6.715235957,0.736756368804228
6.798627427,0.736462887664775
6.882900989,0.736170857325967
6.965800446,0.735880250549258
7.057104902,0.735591040964356
7.141717866,0.735303203030446
7.225110499,0.735016711999616
7.304864981,0.73473154388236
7.387186667,0.734447675415008
7.478611271,0.734165084028941
7.565914822,0.73388374782149
7.64994792,0.733603645528394
7.733511276,0.733324756497718
7.817681088,0.733047060665145
7.902264534,0.732770538530534
7.984906758,0.732495171135695
8.066719031,0.732220940043273
8.147977408,0.731947827316692
8.237250074,0.731675815501098
8.3211866,0.731404887605219
8.406107292,0.731135027084113
8.488531505,0.730866217822735
8.571746147,0.730598444120277
8.656700698,0.730331690675251
8.739647784,0.730065942571248
8.825161843,0.729801185263361
8.907632011,0.729537404565212
8.993904548,0.729274586636568
9.075973221,0.729012717971504
9.159761535,0.728751785387084
9.245164599,0.728491776012531
9.339728122,0.728232677278876
9.435391007,0.727974476909029
9.517450119,0.727717162908284
9.600515828,0.727460723555214
9.685191266,0.727205147392945
9.771956958,0.726950423220784
9.858124673,0.726696540086194
9.939921961,0.726443487277084
10.028508607,0.726191254314411
10.106989587,0.725939830945076
10.191848547,0.72568920713509
10.277131634,0.725439373063016
10.362064364,0.725190319113652
10.445732041,0.724942035871967
10.531456605,0.724694514117253
10.616440773,0.724447744817508
10.70272668,0.72420171912402
10.783392292,0.723956428366149
10.867878483,0.723711864046313
10.951033358,0.723468017835136
11.036403476,0.723224881566785
11.117983965,0.722982447234468
11.202381372,0.722740706986091
11.285957377,0.722499653120068
11.368627335,0.722259278081276
11.451247789,0.722019574457147
11.537547979,0.721780534973904
11.620918241,0.721542152492911
11.703772343,0.721304420007155
11.786867992,0.721067330637843
11.869179665,0.720830877631112
11.953987236,0.720595054354847
12.037121103,0.720359854295607
12.120452655,0.720125271055641
12.205448631,0.719891298350012
12.293495594,0.719657930003805
12.373057063,0.719425159949428
12.458081805,0.719192982223994
12.543787114,0.718961390966785
12.626635534,0.718730380416806
12.715052299,0.718499944910393
12.798656489,0.718270078878917
12.877878956,0.718040776846542
12.962402073,0.717812033428056
13.045705039,0.717583843326772
13.126938378,0.717356201332482
13.20939291,0.717129102319478
13.286134473,0.716902541244632
13.373503856,0.716676513145526
13.464022653,0.716451013138643
13.550197023,0.716226036417606
13.631597998,0.716001578251469
13.714997928,0.715777633983055
13.800022339,0.715554199027344
13.880985917,0.715331268869904
13.96509966,0.715108839065366
14.046970488,0.714886905235943
14.128729799,0.714665463069984
14.212540053,0.71444450832058
14.291492439,0.714224036804191
14.375749633,0.714004044399326
14.459412308,0.71378452704525
14.538562278,0.713565480740724
14.622943698,0.713346901542786
14.702950633,0.713128785565557
14.785603812,0.712911128979084
14.870736553,0.712693928008207
14.958578915,0.71247717893146
15.064607677,0.712260878080003
15.15896717,0.71204502183657
15.257780482,0.711829606634459
15.345656311,0.711614628956536
15.460936623,0.711400085334266
15.55337887,0.711185972346776
15.652986171,0.710972286619931
15.745934303,0.710759024825441
15.8370697,0.710546183679982
15.92886622,0.710333759944349
16.012132993,0.710121750422618
16.092938346,0.709910151961338
16.181174405,0.709698961448738
16.265463202,0.70948817581395
16.353254166,0.70927779202626
16.454493346,0.709067807094365
16.541457114,0.708858218065658
16.625377081,0.708649022025523
16.705080507,0.708440216096646
16.797030841,0.70823179743835
