Time [s],Relative error 0,Relative error 1,Relative error 2,Relative error 3,Relative error 4,Relative error 5,Relative error 6,Relative error 7
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.318e-06,,,,1.0,,,,
3.798e-06,,,,,,,,1.0
3.799e-06,,1.0,,,,,,
3.939e-06,,,,,,1.0,,
4.2e-06,,,,,,,1.0,
4.28e-06,1.0,,,,,,,
4.981e-06,,,1.0,,,,,
6.034e-06,,,,,1.0,,,
0.012527653,,,,,,,0.811216140842665,
0.013911886,,,,,0.811216140842665,,,
0.015211677,,,0.811216140842665,,,,,
0.017642676,0.811216140842665,,,,,,,
0.019329494,,,,0.811216140842665,,,,
0.019801015,,,,,,,,0.811216140842665
0.019911211,,,,,,0.811216140842665,,
0.02271753,,0.811216140842665,,,,,,
0.030941463,0.783022543735961,,,,,,,
0.032644527,,,,,0.783022543735961,,,
0.035009384,,0.783022543735961,,,,,,
0.035483297,,,,,,,0.783022543735961,
0.035661145,,,0.783022543735961,,,,,
0.036989492,,,,,,,,0.783022543735961
0.037271884,,,,,,0.783022543735961,,
0.038041907,,,,0.783022543735961,,,,
0.049898232,,,,,0.772128324344958,,,
0.050439716,0.772128324344958,,,,,,,
0.050945329,,,0.772128324344958,,,,,
0.054397473,,,,,,,0.772128324344958,
0.054411859,,,,,,,,0.772128324344958
0.055797903,,,,,,0.772128324344958,,
0.057207487,,0.772128324344958,,,,,,
0.06127666,,,,0.772128324344958,,,,
0.068118272,,,,,0.765739707623198,,,
0.069018439,0.765739707623198,,,,,,,
0.070427798,,,0.765739707623198,,,,,
0.071487073,,,,,,,0.765739707623198,
0.072774396,,,,0.765739707623198,,,,
0.073358236,,,,,,0.765739707623198,,
0.073713885,,,,,,,,0.765739707623198
0.077649495,,0.765739707623198,,,,,,
0.084969117,0.761141810067919,,,,,,,
0.085140583,,,,,0.761141810067919,,,
0.085714929,,,0.761141810067919,,,,,
0.088866824,,0.761141810067919,,,,,,
0.089383598,,,,0.761141810067919,,,,
0.089424085,,,,,,0.761141810067919,,
0.090274156,,,,,,,,0.761141810067919
0.091191101,,,,,,,0.761141810067919,
0.102206647,,,,,,,0.757451157349786,
0.102359252,0.757451157349786,,,,,,,
0.103295946,,,0.757451157349786,,,,,
0.103392016,,,,,0.757451157349786,,,
0.107919713,,0.757451157349786,,,,,,
0.108976961,,,,,,,,0.757451157349786
0.109101576,,,,0.757451157349786,,,,
0.10940194,,,,,,0.757451157349786,,
0.119496604,0.75429571271954,,,,,,,
0.120163967,,,,,,,0.75429571271954,
0.120504555,,,,,0.75429571271954,,,
0.121501262,,,0.75429571271954,,,,,
0.124408555,,0.75429571271954,,,,,,
0.125926826,,,,,,0.75429571271954,,
0.12632001,,,,0.75429571271954,,,,
0.126415305,,,,,,,,0.75429571271954
0.133518167,,,0.751490322259858,,,,,
0.134518988,,,,,0.751490322259858,,,
0.135094409,,,,,,,0.751490322259858,
0.135188716,0.751490322259858,,,,,,,
0.137960375,,,,,,,,0.751490322259858
0.139903146,,,,0.751490322259858,,,,
0.140005933,,0.751490322259858,,,,,,
0.141318331,,,,,,0.751490322259858,,
0.156939168,0.748931490891174,,,,,,,
0.15799232,,,,,,,0.748931490891174,
0.158520055,,,,,0.748931490891174,,,
0.158670282,,,0.748931490891174,,,,,
0.162626763,,,,0.748931490891174,,,,
0.163398952,,,,,,0.748931490891174,,
0.164240813,,,,,,,,0.748931490891174
0.165006071,,0.748931490891174,,,,,,
0.170377549,,,,,0.746556200881016,,,
0.171704692,,,0.746556200881016,,,,,
0.172332261,0.746556200881016,,,,,,,
0.172474459,,,,,,,0.746556200881016,
0.175562519,,,,,,,,0.746556200881016
0.175667138,,0.746556200881016,,,,,,
0.177036803,,,,0.746556200881016,,,,
0.177635364,,,,,,0.746556200881016,,
0.186805401,,,,,0.744323473434848,,,
0.186999446,,,,,,,0.744323473434848,
0.187721494,,,0.744323473434848,,,,,
0.191406587,0.744323473434848,,,,,,,
0.192089313,,,,,,,,0.744323473434848
0.192252082,,0.744323473434848,,,,,,
0.193312457,,,,,,0.744323473434848,,
0.193967685,,,,0.744323473434848,,,,
0.205214848,,,,,0.742205236349032,,,
0.205303303,,,0.742205236349032,,,,,
0.206059564,0.742205236349032,,,,,,,
0.207535722,,,,,,,0.742205236349032,
0.211518782,,0.742205236349032,,,,,,
0.211681079,,,,0.742205236349032,,,,
0.213344186,,,,,,0.742205236349032,,
0.213921326,,,,,,,,0.742205236349032
0.219787013,,,0.740181429906356,,,,,
0.220431644,0.740181429906356,,,,,,,
0.22196405,,,,,0.740181429906356,,,
0.223517748,,,,,,,0.740181429906356,
0.224587592,,,,,,,,0.740181429906356
0.226639894,,0.740181429906356,,,,,,
0.227167215,,,,,,0.740181429906356,,
0.227398387,,,,0.740181429906356,,,,
0.234477796,,,,,0.73823721222971,,,
0.234487585,0.73823721222971,,,,,,,
0.236031079,,,0.73823721222971,,,,,
0.237487616,,,,,,,0.73823721222971,
0.241747414,,0.73823721222971,,,,,,
0.241883738,,,,,,,,0.73823721222971
0.241971937,,,,,,0.73823721222971,,
0.244216761,,,,0.73823721222971,,,,
0.257080632,,,,,0.736361277768516,,,
0.258725951,0.736361277768516,,,,,,,
0.262844531,,0.736361277768516,,,,,,
0.263102781,,,,,,,0.736361277768516,
0.264193233,,,,,,0.736361277768516,,
0.264425998,,,0.736361277768516,,,,,
0.264477044,,,,,,,,0.736361277768516
0.264861953,,,,0.736361277768516,,,,
0.274587135,,,0.734544800113647,,,,,
0.275048512,,,,,,,0.734544800113647,
0.276138658,0.734544800113647,,,,,,,
0.277784714,,,,,0.734544800113647,,,
0.278295191,,0.734544800113647,,,,,,
0.279173847,,,,0.734544800113647,,,,
0.279507231,,,,,,,,0.734544800113647
0.280958042,,,,,,0.734544800113647,,
0.292303224,,,0.732780741978612,,,,,
0.2930025,0.732780741978612,,,,,,,
0.293662857,,,,,,,0.732780741978612,
0.29415341,,,,,0.732780741978612,,,
0.296716943,,,,,,0.732780741978612,,
0.297751599,,0.732780741978612,,,,,,
0.29886809,,,,0.732780741978612,,,,
0.300052299,,,,,,,,0.732780741978612
0.308134967,,,,,0.731063390042773,,,
0.308367476,,,0.731063390042773,,,,,
0.30978325,0.731063390042773,,,,,,,
0.310370236,,,,,,,0.731063390042773,
0.311400907,,,,,,0.731063390042773,,
0.311826607,,,,,,,,0.731063390042773
0.313601584,,,,0.731063390042773,,,,
0.315601426,,0.731063390042773,,,,,,
0.326427968,,,0.729388032424715,,,,,
0.326817144,0.729388032424715,,,,,,,
0.327798122,,,,,0.729388032424715,,,
0.328118585,,,,,,,0.729388032424715,
0.332039526,,,,0.729388032424715,,,,
0.333229458,,,,,,0.729388032424715,,
0.33345456,,,,,,,,0.729388032424715
0.335853988,,0.729388032424715,,,,,,
0.344478448,,,0.727750729447125,,,,,
0.344591745,0.727750729447125,,,,,,,
0.346089146,,,,,,,0.727750729447125,
0.347871589,,,,0.727750729447125,,,,
0.349200052,,,,,0.727750729447125,,,
0.349397993,,,,,,0.727750729447125,,
0.350299036,,,,,,,,0.727750729447125
0.353016772,,0.727750729447125,,,,,,
0.361357006,,,0.726148147098148,,,,,
0.362420758,,,,,,,0.726148147098148,
0.364324047,0.726148147098148,,,,,,,
0.364517786,,,,,0.726148147098148,,,
0.368056695,,,,,,,,0.726148147098148
0.36951142,,,,,,0.726148147098148,,
0.371174699,,0.726148147098148,,,,,,
0.372601824,,,,0.726148147098148,,,,
0.380195327,,,,,,,0.724577433655848,
0.380478003,0.724577433655848,,,,,,,
0.380592987,,,0.724577433655848,,,,,
0.381873716,,,,,0.724577433655848,,,
0.386915758,,0.724577433655848,,,,,,
0.387752011,,,,,,0.724577433655848,,
0.388173236,,,,,,,,0.724577433655848
0.390812312,,,,0.724577433655848,,,,
0.395901205,0.723036126676135,,,,,,,
0.397092974,,,,,0.723036126676135,,,
0.398395838,,,,,,,0.723036126676135,
0.398654502,,,0.723036126676135,,,,,
0.401807271,,,,0.723036126676135,,,,
0.401968898,,,,,,0.723036126676135,,
0.40263188,,0.723036126676135,,,,,,
0.405070042,,,,,,,,0.723036126676135
0.41166496,,,,,,,0.721522081758938,
0.412464845,0.721522081758938,,,,,,,
0.413682038,,,,,0.721522081758938,,,
0.414287049,,,0.721522081758938,,,,,
0.416698144,,,,,,,,0.721522081758938
0.417190787,,0.721522081758938,,,,,,
0.418095855,,,,0.721522081758938,,,,
0.422760719,,,,,,0.721522081758938,,
0.431291491,,,,,0.720033417211589,,,
0.431969974,0.720033417211589,,,,,,,
0.432473354,,,,,,,0.720033417211589,
0.434367366,,,0.720033417211589,,,,,
0.43647897,,,,0.720033417211589,,,,
0.43694674,,,,,,,,0.720033417211589
0.437016685,,0.720033417211589,,,,,,
0.44007259,,,,,,0.720033417211589,,
0.448543452,,,,,0.718568470503028,,,
0.449357222,0.718568470503028,,,,,,,
0.449544471,,,,,,,0.718568470503028,
0.449986713,,,0.718568470503028,,,,,
0.453232644,,,,0.718568470503028,,,,
0.453907413,,0.718568470503028,,,,,,
0.457001267,,,,,,0.718568470503028,,
0.45827837,,,,,,,,0.718568470503028
0.465249886,,,,,0.717125763591208,,,
0.466347445,0.717125763591208,,,,,,,
0.467200266,,,,,,,0.717125763591208,
0.468278268,,,0.717125763591208,,,,,
0.471173451,,,,,,0.717125763591208,,
0.471528156,,,,,,,,0.717125763591208
0.47233693,,,,0.717125763591208,,,,
0.473301848,,0.717125763591208,,,,,,
0.479092149,,,0.715703975017425,,,,,
0.480381502,,,,,0.715703975017425,,,
0.481415268,0.715703975017425,,,,,,,
0.481956055,,,,,,,0.715703975017425,
0.487357384,,,,,,,,0.715703975017425
0.48795959,,,,,,0.715703975017425,,
0.488676674,,0.715703975017425,,,,,,
0.489317035,,,,0.715703975017425,,,,
0.496357522,0.714301917224597,,,,,,,
0.496743649,,,0.714301917224597,,,,,
0.497123658,,,,,0.714301917224597,,,
0.497519186,,,,,,,0.714301917224597,
0.500344669,,,,0.714301917224597,,,,
0.503003052,,,,,,0.714301917224597,,
0.503629752,,,,,,,,0.714301917224597
0.504363929,,0.714301917224597,,,,,,
0.511269062,,,,,0.712918517953887,,,
0.511421458,,,,,,,0.712918517953887,
0.511967945,0.712918517953887,,,,,,,
0.512684136,,,0.712918517953887,,,,,
0.515301043,,0.712918517953887,,,,,,
0.517458141,,,,,,,,0.712918517953887
0.518592523,,,,0.712918517953887,,,,
0.518826462,,,,,,0.712918517953887,,
0.525896938,,,,,0.711552804858414,,,
0.525945386,0.711552804858414,,,,,,,
0.526640495,,,,,,,0.711552804858414,
0.527543852,,,0.711552804858414,,,,,
0.532632947,,0.711552804858414,,,,,,
0.533539743,,,,,,0.711552804858414,,
0.533661039,,,,,,,,0.711552804858414
0.534325628,,,,0.711552804858414,,,,
0.540472332,0.710203892679125,,,,,,,
0.540623996,,,0.710203892679125,,,,,
0.541311606,,,,,0.710203892679125,,,
0.543166505,,,,,,,0.710203892679125,
0.545337522,,0.710203892679125,,,,,,
0.545839011,,,,0.710203892679125,,,,
0.547715839,,,,,,,,0.710203892679125
0.548007999,,,,,,0.710203892679125,,
0.556099843,,,,,,,0.708870972479442,
0.556564516,0.708870972479442,,,,,,,
0.556645349,,,0.708870972479442,,,,,
0.556705526,,,,,0.708870972479442,,,
0.560062846,,,,,,,,0.708870972479442
0.560640752,,,,0.708870972479442,,,,
0.561676027,,0.708870972479442,,,,,,
0.562276245,,,,,,0.708870972479442,,
0.566787354,0.707553302547893,,,,,,,
0.567075066,,,0.707553302547893,,,,,
0.567366845,,,,,0.707553302547893,,,
0.568017379,,,,,,,0.707553302547893,
0.573574746,,,,,,0.707553302547893,,
0.574799213,,,,0.707553302547893,,,,
0.574853782,,,,,,,,0.707553302547893
0.575855019,,0.707553302547893,,,,,,
0.582071365,0.70625020066259,,,,,,,
0.582412122,,,0.70625020066259,,,,,
0.582550836,,,,,,,0.70625020066259,
0.583114961,,,,,0.70625020066259,,,
0.586238056,,0.70625020066259,,,,,,
0.586793743,,,,,,0.70625020066259,,
0.587597272,,,,0.70625020066259,,,,
0.591189727,,,,,,,,0.70625020066259
0.596607844,0.70496103747558,,,,,,,
0.597149786,,,0.70496103747558,,,,,
0.597816526,,,,,0.70496103747558,,,
0.598168562,,,,,,,0.70496103747558,
0.60181567,,,,,,,,0.70496103747558
0.601846176,,,,,,0.70496103747558,,
0.602469896,,,,0.70496103747558,,,,
0.603470962,,0.70496103747558,,,,,,
0.609250471,,,,,,,0.703685230824335,
0.609612492,0.703685230824335,,,,,,,
0.611693824,,,0.703685230824335,,,,,
0.613135093,,,,,0.703685230824335,,,
0.615563828,,0.703685230824335,,,,,,
0.617202468,,,,,,,,0.703685230824335
0.618198655,,,,,,0.703685230824335,,
0.623613807,,,,0.703685230824335,,,,
0.627541008,0.702422240815643,,,,,,,
0.62879216,,,,,0.702422240815643,,,
0.629343415,,,,,,,0.702422240815643,
0.631475844,,,0.702422240815643,,,,,
0.634649922,,0.702422240815643,,,,,,
0.63501474,,,,0.702422240815643,,,,
0.635087711,,,,,,0.702422240815643,,
0.635088262,,,,,,,,0.702422240815643
0.642276666,,,0.701171565556809,,,,,
0.643388753,,,,,0.701171565556809,,,
0.645337089,,,,,,,0.701171565556809,
0.647084431,,,,,,,,0.701171565556809
0.647239081,0.701171565556809,,,,,,,
0.650462669,,,,0.701171565556809,,,,
0.650562717,,0.701171565556809,,,,,,
0.651199034,,,,,,0.701171565556809,,
0.658260449,0.699932737432376,,,,,,,
0.658478747,,,,,,,0.699932737432376,
0.658519006,,,,,0.699932737432376,,,
0.658698512,,,0.699932737432376,,,,,
0.664142037,,0.699932737432376,,,,,,
0.665611783,,,,,,,,0.699932737432376
0.665688807,,,,0.699932737432376,,,,
0.666812159,,,,,,0.699932737432376,,
0.673458362,0.698705319842978,,,,,,,
0.673486552,,,0.698705319842978,,,,,
0.673816558,,,,,,,0.698705319842978,
0.675307609,,,,,0.698705319842978,,,
0.677634172,,,,,,0.698705319842978,,
0.679245332,,,,0.698705319842978,,,,
0.679469564,,0.698705319842978,,,,,,
0.680213112,,,,,,,,0.698705319842978
0.685546926,,,,,0.697488904337639,,,
0.687297481,,,0.697488904337639,,,,,
0.689252178,0.697488904337639,,,,,,,
0.690097694,,,,,,,0.697488904337639,
0.693495282,,0.697488904337639,,,,,,
0.6936522,,,,,,0.697488904337639,,
0.693797018,,,,0.697488904337639,,,,
0.693865035,,,,,,,,0.697488904337639
0.701738321,,,,,,,0.69628310808261,
0.702564205,,,0.69628310808261,,,,,
0.703866245,,,,,0.69628310808261,,,
0.704464334,0.69628310808261,,,,,,,
0.709046029,,,,,,,,0.69628310808261
0.709183908,,,,,,0.69628310808261,,
0.710081643,,,,0.69628310808261,,,,
0.710477982,,0.69628310808261,,,,,,
0.716113787,,,,,0.695087571619333,,,
0.717766861,,,0.695087571619333,,,,,
0.718036687,,,,,,,0.695087571619333,
0.718327742,0.695087571619333,,,,,,,
0.722826919,,,,,,,,0.695087571619333
0.723613355,,,,,,0.695087571619333,,
0.725686072,,,,0.695087571619333,,,,
0.728588128,,0.695087571619333,,,,,,
0.734010665,,,,,,,0.693901956871859,
0.734541045,,,,,0.693901956871859,,,
0.735912244,0.693901956871859,,,,,,,
0.736026362,,,0.693901956871859,,,,,
0.738288373,,0.693901956871859,,,,,,
0.739911026,,,,,,,,0.693901956871859
0.740121703,,,,,,0.693901956871859,,
0.74087316,,,,0.693901956871859,,,,
0.748184823,,,,,,,0.692725945370339,
0.749727691,0.692725945370339,,,,,,,
0.75014047,,,0.692725945370339,,,,,
0.750580773,,,,,0.692725945370339,,,
0.755252961,,,,,,,,0.692725945370339
0.756356803,,0.692725945370339,,,,,,
0.756456261,,,,,,0.692725945370339,,
0.756882271,,,,0.692725945370339,,,,
0.763965415,,,,,,,0.691559236662385,
0.764419408,0.691559236662385,,,,,,,
0.764597237,,,0.691559236662385,,,,,
0.766522956,,,,,0.691559236662385,,,
0.767506817,,0.691559236662385,,,,,,
0.768377281,,,,0.691559236662385,,,,
0.769501748,,,,,,,,0.691559236662385
0.769724141,,,,,,0.691559236662385,,
0.775242883,,,,,0.690401546888363,,,
0.775913164,0.690401546888363,,,,,,,
0.778173412,,,,,,,0.690401546888363,
0.779964422,,,0.690401546888363,,,,,
0.781861996,,,,,,0.690401546888363,,
0.782002199,,,,,,,,0.690401546888363
0.784728197,,0.690401546888363,,,,,,
0.784775457,,,,0.690401546888363,,,,
0.790189287,,,0.689252607500238,,,,,
0.791219678,0.689252607500238,,,,,,,
0.79270747,,,,,,,0.689252607500238,
0.792809428,,,,,0.689252607500238,,,
0.796574154,,0.689252607500238,,,,,,
0.797432427,,,,,,,,0.689252607500238
0.797859357,,,,,,0.689252607500238,,
0.798467113,,,,0.689252607500238,,,,
0.804535229,,,,,0.688112164106502,,,
0.805789208,,,0.688112164106502,,,,,
0.806281176,0.688112164106502,,,,,,,
0.80765438,,,,,,,0.688112164106502,
0.810264619,,,,0.688112164106502,,,,
0.811652999,,,,,,0.688112164106502,,
0.811820363,,0.688112164106502,,,,,,
0.81354169,,,,,,,,0.688112164106502
0.821419151,0.686979975428227,,,,,,,
0.821631258,,,0.686979975428227,,,,,
0.821738797,,,,,0.686979975428227,,,
0.823054284,,,,,,,0.686979975428227,
0.824348048,,,,,,0.686979975428227,,
0.825476076,,,,,,,,0.686979975428227
0.826093114,,,,0.686979975428227,,,,
0.827175414,,0.686979975428227,,,,,,
0.833085591,,,,,,,0.685855812353316,
0.83357784,0.685855812353316,,,,,,,
0.834532338,,,,,0.685855812353316,,,
0.835784907,,,0.685855812353316,,,,,
0.838855058,,0.685855812353316,,,,,,
0.839729023,,,,,,,,0.685855812353316
0.840760666,,,,,,0.685855812353316,,
0.842665541,,,,0.685855812353316,,,,
0.847379768,,,0.684739457077794,,,,,
0.847624817,,,,,0.684739457077794,,,
0.84830968,,,,,,,0.684739457077794,
0.84937339,0.684739457077794,,,,,,,
0.852619814,,,,0.684739457077794,,,,
0.853825891,,,,,,,,0.684739457077794
0.855372044,,0.684739457077794,,,,,,
0.856298177,,,,,,0.684739457077794,,
0.861998789,,,0.683630702324451,,,,,
0.862693863,,,,,,,0.683630702324451,
0.862878915,,,,,0.683630702324451,,,
0.86456995,0.683630702324451,,,,,,,
0.866750635,,0.683630702324451,,,,,,
0.867985484,,,,,,0.683630702324451,,
0.86867481,,,,,,,,0.683630702324451
0.868698214,,,,0.683630702324451,,,,
0.877165717,,,,,,,0.68252935063042,
0.877941602,,,,,0.68252935063042,,,
0.878347386,,,0.68252935063042,,,,,
0.880887771,,,,,,0.68252935063042,,
0.882984255,0.68252935063042,,,,,,,
0.883982998,,,,0.68252935063042,,,,
0.884279913,,0.68252935063042,,,,,,
0.885299209,,,,,,,,0.68252935063042
0.893590416,0.681435213696314,,,,,,,
0.893809504,,,,,0.681435213696314,,,
0.894181187,,,0.681435213696314,,,,,
0.89500696,,,,,,,0.681435213696314,
0.899271011,,,,,,0.681435213696314,,
0.899827948,,0.681435213696314,,,,,,
0.900744069,,,,0.681435213696314,,,,
0.901348022,,,,,,,,0.681435213696314
0.910850838,,,,,,,0.680348111790494,
0.911812528,0.680348111790494,,,,,,,
0.912071858,,,0.680348111790494,,,,,
0.912320224,,,,,0.680348111790494,,,
0.91613542,,,,,,0.680348111790494,,
0.916398436,,,,,,,,0.680348111790494
0.917754582,,0.680348111790494,,,,,,
0.91788707,,,,0.680348111790494,,,,
0.924001367,,,,,,,0.67926787320281,
0.92498175,,,0.67926787320281,,,,,
0.925686734,,,,,0.67926787320281,,,
0.926070384,0.67926787320281,,,,,,,
0.92942121,,,,0.67926787320281,,,,
0.930682909,,,,,,0.67926787320281,,
0.931654132,,,,,,,,0.67926787320281
0.932884243,,0.67926787320281,,,,,,
0.936451648,0.678194333742839,,,,,,,
0.936527627,,,,,0.678194333742839,,,
