Time [s],Relative error 0,Relative error 1,Relative error 2,Relative error 3,Relative error 4,Relative error 5,Relative error 6,Relative error 7
0.937628506,,,0.678194333742839,,,,,
0.942654088,,0.678194333742839,,,,,,
0.943012757,,,,,,,0.678194333742839,
0.943911615,,,,0.678194333742839,,,,
0.946582825,,,,,,,,0.678194333742839
0.947402675,,,,,,0.678194333742839,,
0.955162004,,,0.677127336278226,,,,,
0.955412592,0.677127336278226,,,,,,,
0.955826813,,,,,0.677127336278226,,,
0.957989025,,,,,,,0.677127336278226,
0.960425156,,,,0.677127336278226,,,,
0.96130058,,0.677127336278226,,,,,,
0.961541999,,,,,,,,0.677127336278226
0.962732306,,,,,,0.677127336278226,,
0.96683548,,,,,,,0.676066730309248,
0.970451722,,,,,0.676066730309248,,,
0.971457258,,,0.676066730309248,,,,,
0.971531698,0.676066730309248,,,,,,,
0.973237515,,,,,,,,0.676066730309248
0.975296224,,,,,,0.676066730309248,,
0.975410019,,,,0.676066730309248,,,,
0.977478566,,0.676066730309248,,,,,,
0.985730182,,,0.675012371576151,,,,,
0.985926448,,,,,0.675012371576151,,,
0.986849562,,,,,,,0.675012371576151,
0.987529554,0.675012371576151,,,,,,,
0.992121707,,,,0.675012371576151,,,,
0.992209997,,,,,,0.675012371576151,,
0.993054477,,,,,,,,0.675012371576151
0.995169517,,0.675012371576151,,,,,,
1.002306931,,,,,0.673964121696202,,,
1.002974889,,,,,,,0.673964121696202,
1.003179435,,,0.673964121696202,,,,,
1.00477696,0.673964121696202,,,,,,,
1.006944918,,,,,,0.673964121696202,,
1.007266638,,,,0.673964121696202,,,,
1.008776541,,0.673964121696202,,,,,,
1.012414135,,,,,,,,0.673964121696202
1.018627446,,,,,0.672921847827724,,,
1.019611856,0.672921847827724,,,,,,,
1.020340896,,,0.672921847827724,,,,,
1.021106,,,,,,,0.672921847827724,
1.023959847,,,,,,,,0.672921847827724
1.02518608,,,,,,0.672921847827724,,
1.025203406,,,,0.672921847827724,,,,
1.025795253,,0.672921847827724,,,,,,
1.034727022,,,,,0.671885422358694,,,
1.034816364,0.671885422358694,,,,,,,
1.035367831,,,,,,,0.671885422358694,
1.036686817,,,0.671885422358694,,,,,
1.038810544,,0.671885422358694,,,,,,
1.039844876,,,,,,0.671885422358694,,
1.040364264,,,,0.671885422358694,,,,
1.041403793,,,,,,,,0.671885422358694
1.047560897,,,0.670854722617705,,,,,
1.048247426,,,,,0.670854722617705,,,
1.048681165,0.670854722617705,,,,,,,
1.050328252,,,,,,,0.670854722617705,
1.053746178,,0.670854722617705,,,,,,
1.053863025,,,,,,0.670854722617705,,
1.055191138,,,,,,,,0.670854722617705
1.056817567,,,,0.670854722617705,,,,
1.062186548,0.669829630605362,,,,,,,
1.062195532,,,,,,,0.669829630605362,
1.062743648,,,0.669829630605362,,,,,
1.063752583,,,,,0.669829630605362,,,
1.06841789,,,,0.669829630605362,,,,
1.070316664,,,,,,,,0.669829630605362
1.070359997,,,,,,0.669829630605362,,
1.070576516,,0.669829630605362,,,,,,
1.076453814,,,,,,,0.668810032744349,
1.076454197,0.668810032744349,,,,,,,
1.07766253,,,0.668810032744349,,,,,
1.077844624,,,,,0.668810032744349,,,
1.083141511,,,,0.668810032744349,,,,
1.08331514,,0.668810032744349,,,,,,
1.084867394,,,,,,0.668810032744349,,
1.085968634,,,,,,,,0.668810032744349
1.090682497,,,,,0.667795819646595,,,
1.091994378,0.667795819646595,,,,,,,
1.092686384,,,0.667795819646595,,,,,
1.093413124,,,,,,,0.667795819646595,
1.096489771,,,,,,0.667795819646595,,
1.099177313,,,,0.667795819646595,,,,
1.099231984,,0.667795819646595,,,,,,
1.099541905,,,,,,,,0.667795819646595
1.105479392,,,,,,,0.666786885896117,
1.105509694,0.666786885896117,,,,,,,
1.106913686,,,,,0.666786885896117,,,
1.109112202,,,,0.666786885896117,,,,
1.109315437,,,0.666786885896117,,,,,
1.109474742,,,,,,,,0.666786885896117
1.112227112,,,,,,0.666786885896117,,
1.114839536,,0.666786885896117,,,,,,
1.121519883,,,,,,,0.665783129846265,
1.121985196,,,0.665783129846265,,,,,
1.123170663,0.665783129846265,,,,,,,
1.123203891,,,,,0.665783129846265,,,
1.126827588,,,,,,,,0.665783129846265
1.127933492,,,,,,0.665783129846265,,
1.12921284,,,,0.665783129846265,,,,
1.131462808,,0.665783129846265,,,,,,
1.136744873,,,,,0.664784453430198,,,
1.136863889,,,,,,,0.664784453430198,
1.138258169,,,0.664784453430198,,,,,
1.138672897,0.664784453430198,,,,,,,
1.140559572,,0.664784453430198,,,,,,
1.143191006,,,,,,,,0.664784453430198
1.143885314,,,,0.664784453430198,,,,
1.144006658,,,,,,0.664784453430198,,
1.148494901,,,0.663790761983555,,,,,
1.149345341,0.663790761983555,,,,,,,
1.149941078,,,,,,,0.663790761983555,
1.151299239,,,,,0.663790761983555,,,
1.155522159,,,,,,0.663790761983555,,
1.156424665,,,,,,,,0.663790761983555
1.156680256,,,,0.663790761983555,,,,
1.157255311,,0.663790761983555,,,,,,
1.162557778,0.662801964078362,,,,,,,
1.163284766,,,0.662801964078362,,,,,
1.165741416,,,,,,,0.662801964078362,
1.165817612,,,,,0.662801964078362,,,
1.167396083,,,,0.662801964078362,,,,
1.168510797,,0.662801964078362,,,,,,
1.169417695,,,,,,0.662801964078362,,
1.171295455,,,,,,,,0.662801964078362
1.177860185,,,,,,,0.661817971367308,
1.178748629,0.661817971367308,,,,,,,
1.179063389,,,0.661817971367308,,,,,
1.179409452,,,,,0.661817971367308,,,
1.182437223,,,,,,0.661817971367308,,
1.184310287,,,,0.661817971367308,,,,
1.185217341,,0.661817971367308,,,,,,
1.186796797,,,,,,,,0.661817971367308
1.193248383,0.660838698437613,,,,,,,
1.194157564,,,,,0.660838698437613,,,
1.194188116,,,0.660838698437613,,,,,
1.195199501,,,,,,,0.660838698437613,
1.197716789,,,,,,0.660838698437613,,
1.19851666,,,,,,,,0.660838698437613
1.199846659,,,,0.660838698437613,,,,
1.201071822,,0.660838698437613,,,,,,
1.209455103,,,,,0.659864062673757,,,
1.209457647,0.659864062673757,,,,,,,
1.209479677,,,0.659864062673757,,,,,
1.21000704,,,,,,,0.659864062673757,
1.212235968,,0.659864062673757,,,,,,
1.212863794,,,,,,,,0.659864062673757
1.213803065,,,,0.659864062673757,,,,
1.213838075,,,,,,0.659864062673757,,
1.221593243,,,,,0.658893984128434,,,
1.221628202,,,,,,,0.658893984128434,
1.222749378,,,0.658893984128434,,,,,
1.223782227,0.658893984128434,,,,,,,
1.227473563,,,,,,,,0.658893984128434
1.229400213,,,,,,0.658893984128434,,
1.229743116,,0.658893984128434,,,,,,
1.230596801,,,,0.658893984128434,,,,
1.237452846,,,,,0.657928385401119,,,
1.237903904,,,0.657928385401119,,,,,
1.238406294,,,,,,,0.657928385401119,
1.238981052,0.657928385401119,,,,,,,
1.240226003,,0.657928385401119,,,,,,
1.241128063,,,,0.657928385401119,,,,
1.242844825,,,,,,,,0.657928385401119
1.24528308,,,,,,0.657928385401119,,
1.252462842,,,,,0.656967191523703,,,
1.253241054,0.656967191523703,,,,,,,
1.25331947,,,0.656967191523703,,,,,
1.254936344,,,,,,,0.656967191523703,
1.256304477,,,,0.656967191523703,,,,
1.256577995,,,,,,,,0.656967191523703
1.257194861,,0.656967191523703,,,,,,
1.258701366,,,,,,0.656967191523703,,
1.265757813,,,,,,,0.656010329852711,
1.265785652,0.656010329852711,,,,,,,
1.267149132,,,,,0.656010329852711,,,
1.269603709,,,0.656010329852711,,,,,
1.270799462,,,,0.656010329852711,,,,
1.271702369,,,,,,,,0.656010329852711
1.272246575,,,,,,0.656010329852711,,
1.272377283,,0.656010329852711,,,,,,
1.278290018,,,0.655057729967621,,,,,
1.28098971,,,,,,,0.655057729967621,
1.283202021,,,,,0.655057729967621,,,
1.283394641,0.655057729967621,,,,,,,
