Time [s],Rank 1,Rank 0
0.0,1.0,1.0
0.001204262,,1.0
0.007495081,1.0,
0.024103857,,1.0
0.032819022,1.0,
0.035453458,,1.0
0.046373685,0.811227346219407,
0.051050499,,0.811227346219407
0.061773279,0.777706909530794,
0.065194465,,0.777706909530794
0.074718939,0.769048786904793,
0.074754336,,0.769048786904793
0.088089317,0.763502784763272,
0.089950002,,0.763502784763272
0.09803748,0.759358352129564,
0.101180861,,0.759358352129564
0.109804626,,0.755949070596233
0.115314881,0.755949070596233,
0.122986787,,0.755949070596233
0.128610487,0.752982118177482,
0.136941036,,0.752982118177482
0.141039216,0.752982118177482,
0.152457115,0.749125472727383,
0.15274792,,0.749125472727383
0.167725334,,0.749125472727383
0.1681785,0.745553768490654,
0.181584814,,0.745553768490654
0.183815521,0.745553768490654,
0.192102841,,0.742376650504705
0.196240481,0.742376650504705,
0.204668583,,0.742376650504705
0.210130637,0.73934174540121,
0.217570278,,0.73934174540121
0.226353619,0.736529353558001,
0.228446971,,0.736529353558001
0.238317798,,0.734712209542834
0.240152975,0.734712209542834,
0.249946342,,0.734712209542834
0.254797941,0.732949798057172,
0.26279748,,0.732949798057172
0.270110384,0.730419338512985,
0.273838501,,0.730419338512985
0.281405991,0.728762875189368,
0.288541364,,0.728762875189368
0.293664437,0.728762875189368,
0.305385094,0.727144909751149,
0.306262555,,0.727144909751149
0.318711672,0.724755673012547,
0.322492073,,0.724755673012547
0.332414697,0.724755673012547,
0.344753989,0.723216613204141,
0.345610611,,0.723216613204141
0.356208483,0.720950539842271,
0.359856251,,0.720950539842271
0.371216417,,0.720950539842271
0.374092722,0.719475695776679,
0.382172672,,0.719475695776679
0.387747926,0.71731302650748,
0.394033952,,0.71731302650748
0.397716586,0.715891513007805,
0.40512545,,0.715891513007805
0.410443612,0.714489586337329,
0.417042267,,0.714489586337329
0.42235107,0.713106230656439,
0.427900928,,0.713106230656439
0.433078448,0.713106230656439,
0.443011586,0.71174219808568,
0.443801578,,0.71174219808568
0.453632629,0.709720015527702,
0.454795852,,0.709720015527702
0.466847138,0.708396590425513,
0.468765736,,0.708396590425513
0.478372806,0.707089451723063,
0.479552903,,0.707089451723063
0.489277763,0.705794627075732,
0.491209301,,0.705794627075732
0.502755074,,0.704513792342284
0.504480825,0.704513792342284,
0.513286181,,0.703245938858351
0.515729805,0.703245938858351,
0.524754897,,0.703245938858351
0.530902265,0.701990628835654,
0.535195656,,0.701990628835654
0.545626223,0.700135001229323,
0.54619864,,0.700135001229323
0.557216818,,0.700135001229323
0.560723871,0.698910301569422,
0.569015133,,0.698910301569422
0.572114056,0.697099931459968,
0.578847331,,0.697099931459968
0.584054049,0.69589993960021,
0.589868346,,0.69589993960021
0.601273124,,0.694710167540542
0.604232615,0.694710167540542,
0.611279102,,0.694710167540542
0.616478261,0.693528787362869,
0.620344705,,0.693528787362869
0.626173782,0.69178789008799,
0.631345393,,0.69178789008799
0.641187136,0.690630462976148,
0.645488487,,0.690630462976148
0.650245619,0.690630462976148,
0.663014469,,0.689480644542249
0.664288206,0.689480644542249,
0.675284073,0.687761892327471,
0.679046722,,0.687761892327471
0.683944458,0.686633320693929,
0.693524035,,0.686633320693929
0.699223324,0.685514119088284,
0.704284199,,0.685514119088284
0.708753464,0.684402368384021,
0.714517741,,0.684402368384021
0.723941139,0.683298196487695,
0.726806575,,0.683298196487695
0.736847043,,0.682201210598224
0.739953325,0.682201210598224,
0.748747833,,0.681111495373492
0.750954083,0.681111495373492,
0.759317319,,0.681111495373492
0.767247256,0.680027229715341,
0.771796682,,0.680027229715341
0.784967055,,0.678422156612307
0.785475077,0.678422156612307,
0.797061482,,0.677356051881145
0.800948922,0.677356051881145,
0.812421808,0.676294899662018,
0.814235764,,0.676294899662018
0.825099467,,0.675240198196071
0.828066868,0.675240198196071,
0.83906065,0.674191514846563,
0.841009769,,0.674191514846563
0.850473097,0.673148764946856,
0.852077031,,0.673148764946856
0.860849997,0.672111850469231,
0.863974053,,0.672111850469231
0.872140874,0.671080660676959,
0.875272477,,0.671080660676959
0.88408241,0.6700550826768,
0.890308526,,0.6700550826768
0.894741641,0.669036381065078,
0.904755429,,0.669036381065078
0.905270863,0.668022838916175,
0.915293001,,0.668022838916175
0.91624521,0.667015823893934,
0.925971166,,0.667015823893934
0.929293215,0.666012633658317,
0.937642178,,0.666012633658317
0.945337094,0.665014798917316,
0.955517344,,0.665014798917316
0.95703553,0.664022000120606,
0.965957512,,0.664022000120606
0.966462492,0.66303399809291,
0.976137631,,0.66303399809291
0.976708521,0.66303399809291,
0.985499477,0.662050826097934,
0.993660646,,0.662050826097934
0.99467088,0.660580866842608,
1.003560069,,0.660580866842608
1.005799924,0.65961036247082,
1.015212277,,0.65961036247082
1.016395608,0.658643240060971,
1.024680788,,0.658643240060971
1.027613557,0.657680853158505,
1.037674034,,0.657680853158505
1.041133881,0.656722766157776,
1.047559614,,0.656722766157776
1.053655303,0.655768988858454,
1.062871689,,0.655768988858454
1.06419129,0.655768988858454,
1.072799746,0.65481943734519,
1.081115584,,0.65481943734519
1.083870906,0.65481943734519,
1.09629328,0.653398711237399,
1.099827086,,0.653398711237399
1.105210487,0.651990882069791,
1.113873718,,0.651990882069791
1.116780638,0.651058552903776,
1.12360823,,0.651058552903776
1.125929649,0.651058552903776,
1.136739965,,0.650130249695524
1.139063522,0.650130249695524,
1.148644655,,0.648744414993865
1.152360792,0.648744414993865,
1.162007231,,0.647825893363847
1.162811012,0.647825893363847,
1.176067935,,0.646909672644738
1.176298319,0.646909672644738,
1.185780699,0.645997368092082,
1.18693705,,0.645997368092082
1.196491629,0.645088607207836,
1.19735224,,0.645088607207836
1.206916681,0.644183410547283,
1.20867921,,0.644183410547283
1.218171224,0.643281719087366,
1.218866245,,0.643281719087366
