Time [s],Rank 27,Rank 5,Rank 14,Rank 19,Rank 1,Rank 20,Rank 8,Rank 25,Rank 12,Rank 17,Rank 31,Rank 4,Rank 23,Rank 0,Rank 28,Rank 10,Rank 7,Rank 15,Rank 21,Rank 3,Rank 26,Rank 13,Rank 18,Rank 6,Rank 24,Rank 29,Rank 11,Rank 2,Rank 16,Rank 30,Rank 9,Rank 22
0.066715414,,,0.778100727139971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.081089097,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,
0.081854504,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,
0.082173059,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,
0.083403931,,,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,
0.083413667,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,
0.084039951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428
0.084123772,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,
0.084132521,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.084151798,,,,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,
0.084196126,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,
0.084232613,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,
0.084316885,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,
0.084337986,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,,,,,
0.084345658,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,
0.084350507,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,,,,
0.084377056,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.084429807,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,
0.084459659,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,
0.084479315,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,,,
0.08457406,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,,
0.084624769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,
0.08466108,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,
0.084676501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,
0.084821747,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,
0.084853451,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.084956751,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,
0.085001308,,,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.085126965,,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,
0.085219279,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,,,
0.085293261,,,0.767227546130428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.085793239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767227546130428,,
0.086343539,,,,,,,,,,,,,,,,,0.767227546130428,,,,,,,,,,,,,,,
0.103138968,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,
0.103261612,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,
0.104101479,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,
0.104746608,,,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,
0.10525566,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,
0.106034618,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,
0.106125594,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,
0.106158693,,,,,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,
0.106175235,,,,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,
0.106235274,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,
0.106237837,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,
0.106252743,,,,,,,,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,,
0.106297059,,0.759981806075505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.106319961,,,,,,,,,,,,,,,,,,,0.759981806075505,,,,,,,,,,,,,
