Time [s],Rank 1,Rank 0,Rank 3,Rank 2
0.0,1.0,1.0,1.0,1.0
3.368e-06,,,1.0,
3.648e-06,,1.0,,
3.909e-06,1.0,,,
8.7e-06,,,,1.0
0.037729436,,,,0.808192600744894
0.038310111,0.808192600744894,,,
0.039626701,,,0.808192600744894,
0.039973933,,0.808192600744894,,
0.062010176,,,,0.777988518409265
0.064752127,,0.777988518409265,,
0.065156028,,,0.777988518409265,
0.065397289,0.777988518409265,,,
0.084699057,,,,0.767128328774325
0.088726871,,0.767128328774325,,
0.088820504,0.767128328774325,,,
0.090230718,,,0.767128328774325,
0.114227291,,,,0.759875439417565
0.116913472,,,0.759875439417565,
0.116960456,,0.759875439417565,,
0.117040671,0.759875439417565,,,
0.132049737,,,,0.753213267193129
0.133923691,0.753213267193129,,,
0.134831117,,0.753213267193129,,
0.135740861,,,0.753213267193129,
0.150815427,,,,0.746486286169929
0.152134864,,,0.746486286169929,
0.153651546,,0.746486286169929,,
0.154649267,0.746486286169929,,,
0.169803579,,,,0.739224293232301
0.172488603,,0.739224293232301,,
0.173726992,,,0.739224293232301,
0.175966023,0.739224293232301,,,
0.19451848,,,,0.731340728339956
0.195213216,0.731340728339956,,,
0.195323451,,0.731340728339956,,
0.196112247,,,0.731340728339956,
0.213827942,,,,0.723004900428595
0.213834276,,0.723004900428595,,
0.215390875,,,0.723004900428595,
0.21563414,0.723004900428595,,,
0.237002924,,,,0.714157509112235
0.238889439,,0.714157509112235,,
0.239558576,,,0.714157509112235,
0.240573204,0.714157509112235,,,
0.257471498,,,,0.704953758872065
0.260584665,0.704953758872065,,,
0.261916217,,,0.704953758872065,
0.262147181,,0.704953758872065,,
0.278629511,,,,0.695391403298241
0.281311011,,0.695391403298241,,
0.281335098,0.695391403298241,,,
0.282117591,,,0.695391403298241,
0.300243185,,,,0.685428626808318
0.303380922,0.685428626808318,,,
0.303450862,,,0.685428626808318,
0.304043082,,0.685428626808318,,
0.327863291,,,,0.675148286057074
0.330162277,0.675148286057074,,,
0.33025968,,0.675148286057074,,
