Time [s],Rank 5,Rank 1,Rank 4,Rank 0,Rank 7,Rank 3,Rank 6,Rank 2
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.338e-06,,1.0,,,,,,
3.478e-06,,,1.0,,,,,
3.558e-06,,,,,,,1.0,
3.658e-06,,,,1.0,,,,
3.739e-06,,,,,,,,1.0
3.899e-06,,,,,,1.0,,
4.821e-06,1.0,,,,,,,
1.0133e-05,,,,,1.0,,,
0.024498149,,,,0.807680531541128,,,,
0.024613112,,,0.807680531541128,,,,,
0.024645696,0.807680531541128,,,,,,,
0.024692717,,0.807680531541128,,,,,,
0.026627597,,,,,,0.807680531541128,,
0.026983354,,,,,0.807680531541128,,,
0.027172239,,,,,,,0.807680531541128,
0.028028448,,,,,,,,0.807680531541128
0.045628581,,,,,,,,0.777426819630779
0.046457326,0.777426819630779,,,,,,,
0.046884177,,0.777426819630779,,,,,,
0.047004229,,,,0.777426819630779,,,,
0.048261528,,,,,0.777426819630779,,,
0.048345939,,,,,,,0.777426819630779,
0.048618633,,,0.777426819630779,,,,,
0.048675214,,,,,,0.777426819630779,,
0.064673075,,,,,,0.766575031850324,,
0.065137107,,,0.766575031850324,,,,,
0.065403258,,,,0.766575031850324,,,,
0.06548454,,0.766575031850324,,,,,,
0.065655708,,,,,,,,0.766575031850324
0.066526387,,,,,0.766575031850324,,,
0.0665378,0.766575031850324,,,,,,,
0.072476661,,,,,,,0.766575031850324,
0.090779599,,,,,0.759345858769688,,,
0.090856178,,,,,,0.759345858769688,,
0.090944954,,0.759345858769688,,,,,,
0.091051167,,,,,,,,0.759345858769688
0.091147533,0.759345858769688,,,,,,,
0.091305209,,,,,,,0.759345858769688,
0.09253631,,,0.759345858769688,,,,,
0.093765589,,,,0.759345858769688,,,,
0.108332896,,,,,,,,0.752709003157012
0.108427596,,,,,0.752709003157012,,,
0.109238256,0.752709003157012,,,,,,,
0.109892929,,,,,,0.752709003157012,,
0.110138973,,,0.752709003157012,,,,,
0.110141955,,,,,,,0.752709003157012,
0.110810257,,,,0.752709003157012,,,,
0.111741343,,0.752709003157012,,,,,,
0.129091309,,,,,,,,0.746002499294085
0.12920252,,,,,0.746002499294085,,,
0.129322601,,0.746002499294085,,,,,,
0.129435318,0.746002499294085,,,,,,,
0.129530302,,,,,,,0.746002499294085,
0.130551047,,,,0.746002499294085,,,,
0.130601883,,,,,,0.746002499294085,,
0.130752636,,,0.746002499294085,,,,,
0.148481616,,,,0.738772190837888,,,,
0.148717485,,,,,,,0.738772190837888,
0.149309636,,,,,,0.738772190837888,,
0.149460084,0.738772190837888,,,,,,,
0.150238175,,,,,0.738772190837888,,,
0.150481022,,0.738772190837888,,,,,,
0.150486318,,,,,,,,0.738772190837888
0.15132756,,,0.738772190837888,,,,,
0.168724307,,,,,,,0.730916832712162,
0.168744902,,,,,0.730916832712162,,,
0.168917544,0.730916832712162,,,,,,,
0.16986081,,0.730916832712162,,,,,,
0.169955053,,,,,,0.730916832712162,,
0.17047677,,,,,,,,0.730916832712162
0.171071449,,,,0.730916832712162,,,,
0.171316503,,,0.730916832712162,,,,,
0.189182072,0.722579718178736,,,,,,,
0.189583417,,,0.722579718178736,,,,,
0.190096334,,,,,,,0.722579718178736,
0.190307034,,,,0.722579718178736,,,,
0.19065261,,,,,,0.722579718178736,,
0.190704256,,,,,0.722579718178736,,,
0.190893796,,,,,,,,0.722579718178736
0.19109641,,0.722579718178736,,,,,,
0.207039878,,,,,,0.713697722868361,,
0.207066248,,,,,,,,0.713697722868361
0.207446525,0.713697722868361,,,,,,,
0.208299831,,,,,,,0.713697722868361,
0.208759436,,0.713697722868361,,,,,,
0.209018819,,,,,0.713697722868361,,,
0.209186599,,,,0.713697722868361,,,,
0.209968714,,,0.713697722868361,,,,,
0.226010534,,,,,0.704460332436915,,,
0.226094962,,,,,,0.704460332436915,,
0.226185777,,0.704460332436915,,,,,,
0.22628523,0.704460332436915,,,,,,,
0.226865342,,,,,,,0.704460332436915,
0.227036314,,,,,,,,0.704460332436915
0.22892646,,,0.704460332436915,,,,,
0.229220223,,,,0.704460332436915,,,,
0.246899942,,,,,0.69483615801202,,,
0.247234635,0.69483615801202,,,,,,,
0.247745364,,,,,,0.69483615801202,,
0.247876123,,,,,,,,0.69483615801202
0.24808301,,0.69483615801202,,,,,,
0.248367736,,,,0.69483615801202,,,,
0.249576765,,,,,,,0.69483615801202,
0.249848323,,,0.69483615801202,,,,,
0.267892485,,,,,,,,0.684791672899297
0.269044037,,0.684791672899297,,,,,,
0.26918571,,,,,,,0.684791672899297,
0.269277628,0.684791672899297,,,,,,,
0.269465991,,,0.684791672899297,,,,,
0.269650317,,,,0.684791672899297,,,,
0.270882069,,,,,0.684791672899297,,,
0.271773573,,,,,,0.684791672899297,,
0.292156234,,,,,0.674418467783525,,,
0.292283994,,,,,,,0.674418467783525,
0.292311418,,,0.674418467783525,,,,,
0.292377314,0.674418467783525,,,,,,,
0.292949274,,,,,,,,0.674418467783525
0.293252349,,,,,,0.674418467783525,,
0.294436209,,,,0.674418467783525,,,,
0.295301075,,0.674418467783525,,,,,,
0.314188427,,,,,,,0.663651388593224,
0.314209623,,,,,,,,0.663651388593224
0.314275564,,,0.663651388593224,,,,,
0.314278413,,,,,,0.663651388593224,,
0.314305268,,0.663651388593224,,,,,,
0.314390719,0.663651388593224,,,,,,,
0.314419548,,,,0.663651388593224,,,,
0.316220339,,,,,0.663651388593224,,,
0.334811094,,,,,,,,0.652571379259445
0.33488533,,,,,0.652571379259445,,,
0.334936038,,,,,,0.652571379259445,,
0.33496809,,,,,,,0.652571379259445,
0.334970734,,,,0.652571379259445,,,,
0.335030954,,,0.652571379259445,,,,,
0.335031846,,0.652571379259445,,,,,,
0.335150938,0.652571379259445,,,,,,,
0.367931589,,,,,0.641160788775987,,,
0.368013806,,,,,,,,0.641160788775987
0.368087751,,,,,,,0.641160788775987,
0.368097963,,,,0.641160788775987,,,,
0.368201299,,,0.641160788775987,,,,,
0.368233309,,,,,,0.641160788775987,,
0.368351991,,0.641160788775987,,,,,,
0.368432888,0.641160788775987,,,,,,,
0.391571126,,,,,0.629317675017882,,,
0.392250901,,0.629317675017882,,,,,,
0.392524227,0.629317675017882,,,,,,,
0.392678688,,,0.629317675017882,,,,,
0.392691952,,,,,,,,0.629317675017882
0.392921693,,,,,,,0.629317675017882,
0.393156043,,,,0.629317675017882,,,,
0.394255551,,,,,,0.629317675017882,,
0.412904097,,,,,0.617149122600884,,,
0.412993926,,,,,,,0.617149122600884,
0.413055107,,0.617149122600884,,,,,,
0.413210014,,,,0.617149122600884,,,,
0.413806415,,,,,,,,0.617149122600884
0.413875816,,,0.617149122600884,,,,,
0.414025974,0.617149122600884,,,,,,,
0.415047927,,,,,,0.617149122600884,,
0.433704709,,,,,,,0.604609911599402,
0.433987472,,,0.604609911599402,,,,,
0.43444141,,,,,,0.604609911599402,,
0.434460854,0.604609911599402,,,,,,,
0.434461039,,0.604609911599402,,,,,,
0.435019255,,,,,,,,0.604609911599402
0.436015286,,,,,0.604609911599402,,,
0.43634378,,,,0.604609911599402,,,,
0.456081327,,,,,,,,0.591744694456077
0.456227729,,,,0.591744694456077,,,,
0.458498998,,0.591744694456077,,,,,,
0.459057768,,,,,,,0.591744694456077,
0.459322216,,,,,0.591744694456077,,,
0.45941899,,,0.591744694456077,,,,,
0.459704905,,,,,,0.591744694456077,,
0.460150062,0.591744694456077,,,,,,,
0.479565782,,,,,,,,0.578552847354092
0.479644627,0.578552847354092,,,,,,,
0.479650372,,,0.578552847354092,,,,,
0.480937818,,,,,0.578552847354092,,,
0.481285947,,,,,,,0.578552847354092,
0.481880759,,,,0.578552847354092,,,,
0.481971676,,,,,,0.578552847354092,,
0.482522285,,0.578552847354092,,,,,,
0.501393864,0.565062017042313,,,,,,,
0.501856385,,,,,,,,0.565062017042313
0.502328171,,,,,0.565062017042313,,,
0.502971389,,,,,,0.565062017042313,,
0.503005354,,,,,,,0.565062017042313,
0.503797118,,,0.565062017042313,,,,,
0.503990055,,,,0.565062017042313,,,,
0.504101375,,0.565062017042313,,,,,,
0.522533914,,,,,,,0.551411325055493,
0.522573091,,,,,,,,0.551411325055493
0.523028781,,0.551411325055493,,,,,,
0.523884268,,,,0.551411325055493,,,,
0.524224039,,,,,0.551411325055493,,,
0.524483196,0.551411325055493,,,,,,,
0.524524904,,,0.551411325055493,,,,,
0.524730602,,,,,,0.551411325055493,,
0.545973119,,,,,0.537600183890722,,,
0.547144481,,,0.537600183890722,,,,,
0.547630685,,,,0.537600183890722,,,,
0.54804222,,,,,,0.537600183890722,,
0.548065564,,,,,,,0.537600183890722,
0.54821213,0.537600183890722,,,,,,,
0.548342132,,,,,,,,0.537600183890722
0.549385929,,0.537600183890722,,,,,,
0.568158027,,,,0.523678901403235,,,,
0.569970071,,,,,,0.523678901403235,,
0.570054554,,,,,0.523678901403235,,,
0.570073184,0.523678901403235,,,,,,,
0.570296079,,,,,,,0.523678901403235,
0.570834274,,,0.523678901403235,,,,,
0.57109917,,,,,,,,0.523678901403235
0.571401724,,0.523678901403235,,,,,,
0.589318284,,0.509642780518041,,,,,,
0.58994171,0.509642780518041,,,,,,,
0.590815846,,,,0.509642780518041,,,,
0.591103684,,,0.509642780518041,,,,,
0.591173034,,,,,,,,0.509642780518041
0.591193889,,,,,0.509642780518041,,,
0.591263834,,,,,,,0.509642780518041,
0.591324782,,,,,,0.509642780518041,,
0.610979446,,,0.495397383092519,,,,,
0.611076202,0.495397383092519,,,,,,,
0.611757675,,0.495397383092519,,,,,,
0.612051453,,,,,,,,0.495397383092519
0.612130538,,,,,,0.495397383092519,,
0.612557355,,,,0.495397383092519,,,,
0.612758764,,,,,0.495397383092519,,,
0.613312129,,,,,,,0.495397383092519,
0.631227518,,,,0.480939115782284,,,,
0.631241104,,,,,,,0.480939115782284,
0.631334603,,,0.480939115782284,,,,,
0.631561889,,0.480939115782284,,,,,,
0.631900719,,,,,,0.480939115782284,,
0.632322827,,,,,0.480939115782284,,,
0.632693197,,,,,,,,0.480939115782284
0.634390822,0.480939115782284,,,,,,,
0.651047249,,,,0.466365786895006,,,,
0.651078903,,,0.466365786895006,,,,,
0.651146271,0.466365786895006,,,,,,,
0.651212125,,,,,0.466365786895006,,,
0.652151803,,,,,,,,0.466365786895006
0.652284343,,,,,,,0.466365786895006,
0.65230893,,,,,,0.466365786895006,,
0.652580128,,0.466365786895006,,,,,,
0.670560191,,,,,0.451789870523672,,,
0.670676873,,0.451789870523672,,,,,,
0.670693638,0.451789870523672,,,,,,,
0.671463745,,,,0.451789870523672,,,,
0.671790766,,,,,,0.451789870523672,,
0.672881645,,,,,,,0.451789870523672,
0.673547704,,,,,,,,0.451789870523672
0.673714807,,,0.451789870523672,,,,,
0.69220065,,,,,0.437281750656742,,,
0.692313681,,,,,,0.437281750656742,,
0.692350851,,0.437281750656742,,,,,,
0.692366378,0.437281750656742,,,,,,,
0.692480273,,,,0.437281750656742,,,,
0.693311715,,,,,,,,0.437281750656742
0.693700117,,,,,,,0.437281750656742,
0.694826618,,,0.437281750656742,,,,,
0.712853202,,,,,0.422774366293304,,,
0.712913057,,,,0.422774366293304,,,,
0.712930823,,,,,,0.422774366293304,,
0.713002968,,0.422774366293304,,,,,,
0.71308834,,,0.422774366293304,,,,,
0.713161989,0.422774366293304,,,,,,,
0.716028808,,,,,,,0.422774366293304,
0.716169696,,,,,,,,0.422774366293304
0.734748389,,,,,0.408368110949406,,,
0.73483095,,,,,,0.408368110949406,,
0.734842392,,,0.408368110949406,,,,,
0.734863687,,,,0.408368110949406,,,,
0.734869419,,0.408368110949406,,,,,,
0.735014984,0.408368110949406,,,,,,,
0.735199334,,,,,,,,0.408368110949406
0.736718042,,,,,,,0.408368110949406,
0.752894867,,,,,,,,0.394161630197078
0.753525123,0.394161630197078,,,,,,,
0.75353315,,,,,,,0.394161630197078,
0.754330746,,,,0.394161630197078,,,,
0.754453607,,0.394161630197078,,,,,,
0.75479167,,,,,,0.394161630197078,,
0.755574438,,,0.394161630197078,,,,,
0.755586058,,,,,0.394161630197078,,,
0.771481013,,,,,,,,0.380131918116744
0.771495581,,,,0.380131918116744,,,,
0.771512633,,0.380131918116744,,,,,,
0.771561234,,,,,,,0.380131918116744,
0.771607947,,,,,0.380131918116744,,,
0.7716364,,,0.380131918116744,,,,,
0.773021853,,,,,,0.380131918116744,,
0.774909289,0.380131918116744,,,,,,,
0.793138051,,,,,,0.366252497588484,,
0.793370966,,,0.366252497588484,,,,,
0.793513346,,,,0.366252497588484,,,,
0.794446272,0.366252497588484,,,,,,,
0.79448656,,,,,0.366252497588484,,,
0.794654511,,0.366252497588484,,,,,,
0.794690048,,,,,,,0.366252497588484,
0.795018119,,,,,,,,0.366252497588484
0.813920664,,,,,0.352513440842794,,,
0.814061366,,,0.352513440842794,,,,,
0.814279126,0.352513440842794,,,,,,,
0.814747155,,,,0.352513440842794,,,,
0.815867216,,,,,,,0.352513440842794,
0.816631542,,,,,,,,0.352513440842794
0.816987266,,0.352513440842794,,,,,,
0.817243057,,,,,,0.352513440842794,,
0.83538621,,,,,0.33901757989894,,,
0.835401341,,,,,,,,0.33901757989894
0.835487246,,,,,,,0.33901757989894,
0.835673426,,,,0.33901757989894,,,,
0.83631423,0.33901757989894,,,,,,,
0.837845096,,,0.33901757989894,,,,,
0.838538973,,0.33901757989894,,,,,,
0.839641963,,,,,,0.33901757989894,,
0.855638471,,,,,,,,0.325876698435701
0.855954539,,0.325876698435701,,,,,,
0.855984608,,,,,0.325876698435701,,,
0.856021463,,,,,,,0.325876698435701,
0.856065956,,,,0.325876698435701,,,,
0.85636785,,,0.325876698435701,,,,,
0.857709522,0.325876698435701,,,,,,,
0.858425621,,,,,,0.325876698435701,,
0.873913411,0.313067051139323,,,,,,,
0.873926819,,,,,,0.313067051139323,,
0.874728723,,0.313067051139323,,,,,,
0.875038124,,,,,0.313067051139323,,,
0.875582438,,,,,,,0.313067051139323,
0.876915721,,,0.313067051139323,,,,,
0.876994632,,,,0.313067051139323,,,,
0.877043634,,,,,,,,0.313067051139323
0.894445797,,,,0.300619870814155,,,,
0.894677108,0.300619870814155,,,,,,,
0.894780432,,,,,,,,0.300619870814155
0.894870734,,,,,,,0.300619870814155,
0.895503772,,0.300619870814155,,,,,,
0.895672771,,,,,,0.300619870814155,,
0.896020958,,,,,0.300619870814155,,,
0.896430421,,,0.300619870814155,,,,,
0.913035916,,,,,0.28841911821366,,,
0.913301128,,0.28841911821366,,,,,,
0.913518679,,,0.28841911821366,,,,,
0.913554782,,,,,,,,0.28841911821366
0.913666861,0.28841911821366,,,,,,,
0.913975508,,,,,,,0.28841911821366,
0.915762086,,,,0.28841911821366,,,,
0.918219708,,,,,,0.28841911821366,,
0.934677086,0.276499436592207,,,,,,,
