Time [s],Rank 0
0.0,1.0
0.005492081,1.0
0.080898914,1.0
0.163452427,0.814524505215864
0.243692705,0.788908677709334
0.334698323,0.780210379467327
0.414993457,0.775782063716431
0.499139646,0.772979580948714
0.585930583,0.770960518029372
0.671413178,0.769379412677073
0.755434109,0.768069486389705
0.83622313,0.766940539712715
0.92284627,0.765939512173282
1.005080107,0.765033092307836
1.089703204,0.764199250418534
1.179983412,0.763422783513674
1.267187891,0.762692820016935
1.365170328,0.762001348048987
1.448601381,0.761342308827324
1.532842709,0.760711017038055
1.613490365,0.760103778140859
1.702738116,0.759517628489372
1.78610431,0.758950154418422
1.871315901,0.758399363493911
1.948962058,0.757863591058269
2.029380817,0.757341431179327
2.111744744,0.756831684803363
2.19571176,0.756333320252925
2.275617157,0.755845442726195
2.354023063,0.75536727045733
2.437202747,0.754898115872862
2.517306151,0.754437370542267
2.598817875,0.753984493043307
2.679663176,0.753538999090529
2.761081105,0.753100453438479
2.852344326,0.752668463189479
2.932479462,0.752242672222629
3.020282439,0.751822756525097
3.104144283,0.751408420254978
3.190205911,0.75099939240156
3.277095224,0.750595423936647
3.360511994,0.750196285372121
3.440684095,0.749801764655507
3.52212193,0.749411665348395
3.60836246,0.749025805042799
3.695342121,0.748644013978672
3.779903004,0.748266133832302
3.862169246,0.747892016650522
3.944899646,0.747521523909877
4.032853148,0.747154525683312
4.11410284,0.746790899899749
4.198348658,0.746430531684188
4.287819393,0.746073312767885
4.366839593,0.745719140959708
4.453025858,0.745367919671072
4.540127369,0.74501955748795
4.62038593,0.744673967784377
4.705547716,0.7443310683726
4.784086578,0.743990781185723
4.869539986,0.743653031989203
4.956877791,0.743317750118044
5.037097021,0.742984868236951
5.117821774,0.742654322121003
5.202712226,0.742326050454743
5.288064662,0.741999994647825
5.376486372,0.74167609866556
5.459392717,0.74135430887291
5.540116328,0.741034573890651
5.63068474,0.740716844462543
5.71586965,0.740401073332498
5.796188088,0.740087215130838
5.878040968,0.739775226268816
5.966643424,0.73946506484069
6.049853488,0.739156690532684
6.128904539,0.738850064538247
6.219451782,0.7385451494791
6.303376241,0.738241909331561
6.385012232,0.737940309357759
6.465936193,0.7376403160413
6.550691865,0.737341897027078
6.637266634,0.737045021064872
6.727777083,0.736749657956465
6.809834494,0.736455778505999
6.892602219,0.736163354473339
6.975612985,0.735872358530221
7.056717372,0.735582764218973
7.150111879,0.735294545913643
7.237454495,0.735007678783343
7.320419094,0.734722138757675
7.407152108,0.73443790249408
7.495542556,0.734154947346984
7.576538203,0.733873251338634
7.65940639,0.733592793131485
7.739181939,0.733313552002062
7.822369802,0.73303550781619
7.902876834,0.732758641005503
7.993045455,0.73248293254516
8.0754693,0.732208363932685
8.155848087,0.731934917167863
8.236951823,0.731662574733633
8.319023386,0.731391319577911
8.402877332,0.731121135096292
8.486564344,0.730852005115581
8.571747199,0.730583913878097
8.659630841,0.730316846026713
8.741680785,0.730050786590589
8.822181683,0.729785720971553
8.907202796,0.729521634931106
8.988882908,0.729258514578001
9.073361182,0.728996346356376
9.153836481,0.728735117034411
9.236135328,0.728474813693472
9.315662665,0.728215423717724
9.402850645,0.727956934784189
9.48317207,0.72769933485322
9.568011154,0.727442612159372
9.645411084,0.727186755202658
9.728988745,0.726931752740151
9.80971434,0.726677593777938
9.892876524,0.726424267563392
9.973672391,0.726171763577753
10.054730642,0.725920071529003
10.137782362,0.725669181345016
10.221012703,0.72541908316698
10.308809935,0.725169767343066
10.389405401,0.72492122442234
10.473966044,0.724673445148908
10.56140387,0.724426420456272
10.643175463,0.724180141461908
10.724440309,0.723934599462031
10.805523287,0.723689785926557
10.895125886,0.723445692494252
10.980096372,0.723202310968042
11.065704897,0.722959633310504
11.14571697,0.72271765163951
11.226663715,0.722476358224019
11.314885384,0.722235745480025
11.398690839,0.721995805966635
11.478953459,0.721756532382292
11.560529973,0.721517917561113
11.647945186,0.721279954469363
11.729102285,0.721042636202036
11.809902692,0.720805955979559
11.890393798,0.720569907144597
11.97057906,0.720334483158968
12.050527556,0.720099677600651
12.132198868,0.7198654841609
12.21482577,0.71963189664144
12.299467019,0.719398908951762
12.385968449,0.719166515106491
12.468711568,0.718934709222849
12.553753038,0.718703485518192
12.636105969,0.718472838307614
12.720041453,0.718242762001642
12.806339946,0.718013251103986
12.887988075,0.717784300209361
12.970696334,0.71755590400138
13.054413375,0.717328057250502
13.140449965,0.717100754812047
13.227330358,0.716873991624262
13.307674064,0.716647762706451
13.390162046,0.716422063157158
13.470669459,0.716196888152394
13.553222601,0.715972232943926
13.635544601,0.715748092857609
13.715577202,0.715524463291766
13.795218912,0.715301339715611
13.883202163,0.71507871766772
13.966844051,0.714856592754544
14.04673703,0.714634960648959
14.128841038,0.714413817088859
14.211162948,0.714193157875788
14.292390499,0.713972978873606
14.375435032,0.713753276007194
14.455927,0.713534045261188
14.539606494,0.713315282678757
14.62990298,0.7130969843604
14.712154488,0.712879146462787
14.79285717,0.71266176519762
14.885706653,0.712444836830533
14.965111167,0.71222835768001
15.044551715,0.712012324116341
15.126218536,0.711796732560595
15.203848707,0.711581579483628
15.28856601,0.711366861405112
15.386389742,0.711152574892581
15.466568439,0.710938716560518
15.550168741,0.710725283069447
15.635373998,0.710512271125057
15.72168529,0.710299677477346
15.805962932,0.710087498919783
15.895807608,0.709875732288497
15.975802201,0.709664374461472
16.056351881,0.709453422357782
16.13799585,0.709242872936821
16.216865935,0.70903272319757
16.298120608,0.708822970177871
16.379878449,0.708613610953722
16.465628319,0.708404642638586
16.550072314,0.70819606238272
