Time [s],Rank 1,Rank 0,Rank 3,Rank 2
0.0,1.0,1.0,1.0,1.0
0.001630436,,,1.0,
0.002013086,,1.0,,
0.002289625,,,,1.0
0.010412185,1.0,,,
0.024073336,,1.0,,
0.032320827,,,1.0,
0.034702944,,,,1.0
0.035995951,,1.0,,
0.03651805,1.0,,,
0.043755987,,,1.0,
0.04837156,,1.0,,
0.048649956,1.0,,,
0.052968367,,,,1.0
0.056502036,,,0.787158278970836,
0.069871099,0.787158278970836,,,
0.072708763,,,,0.787158278970836
0.072966016,,0.787158278970836,,
0.081587268,0.7701119358193,,,
0.082044129,,,0.7701119358193,
0.083326484,,0.7701119358193,,
0.089931709,,,,0.7701119358193
0.094507111,,0.7701119358193,,
0.095134223,0.7641860720537,,,
0.097969582,,,0.7641860720537,
0.100924639,,,,0.7641860720537
0.105759954,,0.7641860720537,,
0.109406349,0.759050499874096,,,
0.112624564,,,,0.759050499874096
0.113971791,,,0.759050499874096,
0.119248685,,0.759050499874096,,
0.123058938,0.755594687649498,,,
0.126158983,,,0.755594687649498,
0.130579443,,,,0.755594687649498
0.132014382,,0.755594687649498,,
0.135831861,0.752600999876746,,,
0.138802726,,,0.752600999876746,
0.14637879,,0.752600999876746,,
0.147275247,,,,0.752600999876746
0.149698041,0.752600999876746,,,
0.155337798,,,,0.749914114954719
0.156262964,,,0.749914114954719,
0.160075912,,0.749914114954719,,
0.163338953,0.749914114954719,,,
0.171483768,,,,0.749914114954719
0.172513764,,0.749914114954719,,
0.172524873,0.746859220455948,,,
0.175495002,,,0.746859220455948,
0.181330863,,,,0.746859220455948
0.185181585,,0.746859220455948,,
0.189856873,,,0.746859220455948,
0.190727243,0.743539302163857,,,
0.19394071,,,,0.743539302163857
0.198331687,,0.743539302163857,,
0.201789248,,,0.743539302163857,
0.211235624,0.740919314793325,,,
0.212553397,,0.743539302163857,,
0.212977217,,,,0.740919314793325
0.214313346,,,0.740919314793325,
0.220040859,,0.740919314793325,,
0.224204768,0.738494373671379,,,
0.228155299,,,0.738494373671379,
0.229998871,,,,0.738494373671379
0.233880269,,0.738494373671379,,
0.237298771,0.736605457518495,,,
0.242189284,,,,0.736605457518495
0.244229484,,,0.736605457518495,
0.248833994,,0.736605457518495,,
0.250849314,0.734777995042339,,,
0.257072958,,,0.734777995042339,
0.258679054,,,,0.734777995042339
0.262332017,,0.734777995042339,,
0.266006168,0.733006579710223,,,
0.270245118,,,0.733006579710223,
0.274962172,,0.733006579710223,,
0.279598862,,,,0.733006579710223
0.281368426,0.731284365156813,,,
0.285639267,,,0.731284365156813,
0.290094809,,0.731284365156813,,
0.292391621,,,,0.731284365156813
0.297717345,0.729604397264051,,,
0.301835638,,,,0.729604397264051
0.301865201,,,0.729604397264051,
0.303629747,,0.729604397264051,,
0.311116711,0.72796467456869,,,
0.31343388,,,,0.72796467456869
0.314004693,,,0.72796467456869,
0.319068269,,0.72796467456869,,
0.327513648,,,,0.726360171031902
0.32839842,0.726360171031902,,,
0.332224861,,,0.726360171031902,
0.332856431,,0.726360171031902,,
0.341718653,0.726360171031902,,,
0.342133979,,,,0.726360171031902
0.344493408,,0.726360171031902,,
0.344743286,,,0.72478828527909,
0.353048301,0.72478828527909,,,
0.353550162,,,,0.72478828527909
0.355587345,,0.72478828527909,,
0.360787752,,,0.72478828527909,
0.365385951,0.722116562066293,,,
0.366315698,,,,0.722116562066293
0.370031968,,0.722116562066293,,
0.372254615,,,0.722116562066293,
0.382594263,,,,0.720240784465537
0.383729646,0.720240784465537,,,
0.383739744,,0.720240784465537,,
