Time [s],Rank 1,Rank 0
0.0,1.0,1.0
0.001364955,1.0,
0.010090511,,1.0
0.019843964,1.0,
0.023881892,,1.0
0.038909143,0.810732834816665,
0.041363679,,0.810732834816665
0.051242032,,0.78248378863314
0.053763611,0.78248378863314,
0.060981003,,0.771495610151682
0.069062251,0.771495610151682,
0.07315892,,0.765089228393136
0.082631567,0.765089228393136,
0.087811052,,0.760504795432214
0.094495975,0.760504795432214,
0.103587654,,0.756825654918589
0.109874449,0.756825654918589,
0.118373925,,0.753675659096329
0.124064094,0.753675659096329,
0.133941245,,0.750885013626954
0.135118435,0.750885013626954,
0.146659806,,0.748338157239672
0.14888689,0.748338157239672,
0.164546372,0.745969843243851,
0.166101947,,0.745969843243851
0.177829078,0.743749184523578,
0.181124703,,0.743749184523578
0.192241065,0.741641238217774,
0.196704221,,0.741641238217774
0.206227823,0.741641238217774,
0.211064011,,0.739627528298984
0.218932938,0.739627528298984,
0.224962999,,0.736753784409647
0.232096519,0.736753784409647,
0.240119323,,0.73491671271629
0.245200202,0.73491671271629,
0.255215658,,0.733132547657431
0.261237424,0.733132547657431,
0.275124533,,0.731397883431006
0.27563562,0.731397883431006,
0.288409238,,0.72970921643247
0.290936275,0.72970921643247,
0.304946541,,0.728060329158318
0.305700124,0.728060329158318,
0.318142351,,0.726446246757794
0.321756661,0.726446246757794,
0.332418397,0.724867282506653,
0.332781363,,0.724867282506653
0.346761335,0.723318390236955,
0.347471203,,0.723318390236955
0.36056023,0.72179778969317,
0.361038217,,0.72179778969317
0.374285045,0.720303352993112,
0.374828536,,0.720303352993112
0.389488506,0.718833322590548,
0.389748185,,0.718833322590548
0.403924198,0.717386123286573,
0.404450363,,0.717386123286573
0.415755119,0.715958592660114,
0.418753923,,0.715958592660114
0.430440656,0.71455331140283,
0.431921057,,0.71455331140283
0.444344689,,0.713166684812659
0.445054349,0.713166684812659,
0.45341027,,0.711798198971813
0.460426609,0.711798198971813,
0.464140664,,0.710446819748506
0.475588063,0.710446819748506,
0.47822952,,0.709110034514441
0.491706443,0.709110034514441,
0.492618547,,0.707790722053546
0.50559733,0.707790722053546,
0.509674053,,0.706485824791556
0.521760973,0.706485824791556,
0.525312777,,0.705193472887689
0.536370787,0.705193472887689,
0.53892242,,0.703915011175407
0.551541252,0.703915011175407,
0.556225586,,0.702649461901947
0.562666968,0.702649461901947,
0.570353833,,0.701397921498308
0.57650378,0.701397921498308,
0.580701957,,0.700158109345921
0.591441088,0.700158109345921,
0.606570328,0.698929925363132,
0.60742539,,0.698929925363132
0.616984899,,0.697712858316547
0.621542476,0.697712858316547,
0.631738134,,0.696506523905285
0.63890387,0.696506523905285,
0.643476158,,0.695310547040609
0.651892548,0.695310547040609,
0.656687835,,0.694124580055771
0.665033026,0.694124580055771,
0.66901723,,0.692948295724361
0.679042325,0.692948295724361,
0.685920455,,0.691781386140297
0.692378564,0.691781386140297,
0.700025168,,0.690623560869385
0.705813731,0.690623560869385,
0.712850855,,0.689474545546393
0.719442023,0.689474545546393,
0.72535367,,0.688334080598561
0.733163429,0.688334080598561,
0.739893013,,0.687201920114418
0.747796226,0.687201920114418,
0.753714764,,0.686077830826327
0.755762942,0.686077830826327,
0.763313152,,0.684961591193038
0.766848435,0.684961591193038,
0.773977203,,0.683852990569097
0.782151576,0.683852990569097,
0.789106073,,0.682750349765609
0.795069281,0.682750349765609,
0.807341295,,0.681655235982247
0.813300067,0.681655235982247,
0.821090319,,0.680568536220008
0.829115609,0.680568536220008,
0.83552456,,0.679488488244855
0.842922933,0.679488488244855,
0.850313738,,0.678413759673132
0.857038438,0.678413759673132,
0.865410374,,0.677347319502012
0.872104843,0.677347319502012,
0.878998588,,0.676286972198433
0.886662526,0.676286972198433,
0.893229761,,0.675232976326634
0.899175378,0.675232976326634,
0.906079956,,0.674185103693313
0.913775539,0.674185103693313,
0.919622794,,0.673143233762341
0.926212085,0.673143233762341,
0.933395663,,0.672107232698476
0.939921063,0.672107232698476,
0.947310178,,0.671076976352409
0.954192637,0.671076976352409,
0.960815741,,0.670050960380904
0.967372275,0.670050960380904,
0.975757821,,0.669032069869763
0.978590163,0.669032069869763,
0.989469759,,0.668018270038609
0.989825641,0.668018270038609,
1.001144662,0.667009836762464,
1.002661029,,0.667009836762464
1.015223592,0.666006586073207,
1.01665239,,0.666006586073207
1.027555407,0.665008432773705,
1.029442386,,0.665008432773705
1.039498365,0.664015277349381,
1.041955314,,0.664015277349381
1.05157874,0.664015277349381,
1.056754335,,0.663027027756499
1.063653212,0.663027027756499,
1.072083055,,0.661555632893035
1.07844313,0.661555632893035,
1.086736671,,0.66057788552974
1.094202242,0.66057788552974,
1.099368803,,0.659606220362402
1.114105312,0.659606220362402,
1.116686022,,0.659606220362402
1.128104368,0.658637422721103,
1.129797006,,0.658637422721103
1.141757307,0.657192509285502,
1.147922526,,0.657192509285502
1.162021238,0.656236176527069,
1.162886887,,0.656236176527069
1.175917237,0.6552827424285,
1.177080935,,0.6552827424285
1.188981002,,0.654333799245362
1.189505687,0.654333799245362,
1.202779821,,0.653390291199801
1.203804313,0.653390291199801,
1.217285195,0.652450625308182,
1.2183861,,0.652450625308182
1.232384627,0.651515034066856,
1.232684448,,0.651515034066856
1.245650865,0.650583389506379,
1.246377794,,0.650583389506379
1.260614774,0.649655641521607,
1.261049812,,0.649655641521607
1.272918163,0.648731728215791,
1.274154613,,0.648731728215791
1.283681804,0.647811592936516,
1.285231534,,0.647811592936516
1.299058036,,0.64689518038388
1.299387703,0.64689518038388,
1.31111299,0.645982437107847,
1.3116517,,0.645982437107847
1.325574311,0.645073311220578,
1.32638062,,0.645073311220578
1.339910875,0.645073311220578,
1.344701038,,0.644166495538434
1.353704899,0.644166495538434,
1.360410865,,0.642814907892113
1.368109539,0.642814907892113,
1.374663549,,0.641919421338522
1.380515876,0.641919421338522,
1.388877362,,0.641025635488131
1.391235385,0.641025635488131,
1.40490444,,0.640135551321654
1.410802812,0.640135551321654,
1.419641599,,0.639248718224896
1.425656267,0.639248718224896,
1.434091306,,0.638363921640435
1.44004482,0.638363921640435,
1.449387541,,0.637483817501186
1.451283045,0.637483817501186,
1.465198829,0.636606624521659,
1.466000428,,0.636606624521659
1.48019383,0.635731489565225,
1.480455277,,0.635731489565225
1.496809879,,0.634859641455354
1.497402862,0.634859641455354,
1.511294727,,0.633991983050413
1.511820463,0.633991983050413,
1.525237276,,0.633127161847334
1.525663059,0.633127161847334,
1.539065512,,0.632265397471981
1.539221119,0.632265397471981,
1.551762173,,0.631405394961738
1.552303793,0.631405394961738,
1.565937648,0.630549737864946,
1.566183283,,0.630549737864946
1.580479046,,0.629696714288681
1.580893298,0.629696714288681,
1.592231263,0.628845404488137,
1.594999305,,0.628845404488137
1.607171477,0.62799834509321,
1.611250008,,0.62799834509321
1.622260846,0.62715382328126,
1.625724251,,0.62715382328126
1.635485738,0.626312138440823,
1.640513921,,0.626312138440823
1.649607266,0.626312138440823,
1.657363833,,0.625473190338702
1.665355463,0.625473190338702,
1.671460698,,0.624222024933676
1.680505541,0.624222024933676,
1.685339841,,0.623388619051991
1.691224219,0.623388619051991,
1.698851287,,0.622560395410618
1.704808649,0.622560395410618,
1.712713241,,0.621733160356737
1.71533773,0.621733160356737,
1.725318588,0.620908836728968,
1.727494862,,0.620908836728968
1.740075921,0.620085925314274,
1.74143723,,0.620085925314274
1.752230317,0.619265700269875,
1.755133663,,0.619265700269875
1.766668204,0.618447916354009,
1.770015765,,0.618447916354009
1.780426515,0.617632580587488,
1.784152742,,0.617632580587488
1.794882134,0.616820881127895,
1.797775174,,0.616820881127895
1.810859879,0.61601141376293,
1.812805668,,0.61601141376293
1.824899719,0.615204420543277,
1.826694964,,0.615204420543277
1.838342243,0.614399818799257,
1.84112261,,0.614399818799257
1.853272224,0.613597594224094,
1.855804973,,0.613597594224094
1.867848741,0.612797720776311,
1.868939993,,0.612797720776311
1.881185004,,0.612000176058921
1.881872754,0.612000176058921,
1.89338039,,0.611204937897736
1.901780866,0.611204937897736,
1.909774584,,0.610411984834944
1.917141198,0.610411984834944,
1.923749578,,0.609621295914208
1.933472539,0.609621295914208,
1.937839115,,0.60883170426758
1.948021652,0.60883170426758,
1.951676081,,0.608045659719747
1.963156144,0.608045659719747,
1.966397473,,0.607261579809567
1.974599291,0.607261579809567,
1.981439333,,0.606479740396658
1.989094761,0.606479740396658,
1.996083327,,0.605700060901844
2.004395497,0.605700060901844,
2.009778657,,0.604922533141186
2.015780891,0.604922533141186,
2.024357742,,0.604147135659716
2.030253388,0.604147135659716,
2.039015768,,0.603373850470172
2.04486729,0.603373850470172,
2.054291206,,0.602602659513816
2.06030449,0.602602659513816,
2.071616595,0.601833545252583,
2.071962279,,0.601833545252583
2.086034236,,0.60106649048242
2.086861763,0.60106649048242,
2.100011866,,0.600301478328305
2.102145479,0.600301478328305,
2.111183486,,0.599538492217457
2.117080552,0.599538492217457,
2.123942069,,0.598776387827881
2.130839484,0.598776387827881,
2.13804588,,0.598017594524694
2.145261094,0.598017594524694,
2.151432709,,0.597260527866398
2.159570195,0.597260527866398,
2.173800746,,0.596505481739402
2.174002329,0.596505481739402,
2.183866117,0.595752375985988,
2.188419843,,0.595752375985988
2.198575519,0.595000100309655,
2.203712971,,0.595000100309655
2.21727219,0.594249927171254,
2.21734279,,0.594249927171254
2.231484748,0.59350270535738,
2.231837912,,0.59350270535738
2.245002124,0.592757183637148,
2.247233897,,0.592757183637148
2.262334933,,0.592012439964307
2.262589678,0.592012439964307,
2.276723309,,0.591269778839143
2.277723419,0.591269778839143,
2.290898243,,0.590528915717516
2.291401025,0.590528915717516,
2.302236386,,0.589790985360906
2.306919341,0.589790985360906,
2.315951512,,0.589054683381221
2.321717599,0.589054683381221,
2.330759834,,0.588319215839218
2.336231802,0.588319215839218,
2.343145008,,0.587585685629425
2.350224143,0.587585685629425,
2.357086534,,0.586854952250249
2.362575773,0.586854952250249,
2.371843328,,0.586125809064162
2.37620212,0.586125809064162,
2.386288735,,0.58539847422899
2.389098425,0.58539847422899,
2.399905925,,0.584671827715852
2.403401833,0.584671827715852,
2.416807923,0.583948154567895,
2.418449978,,0.583948154567895
2.429874059,0.583224893816923,
2.433120553,,0.583224893816923
2.444389485,0.582503550593637,
2.447030958,,0.582503550593637
2.458676485,0.581783866768459,
2.460756067,,0.581783866768459
2.472406982,0.581065845168103,
2.47803195,,0.581065845168103
2.487644752,0.580350601918569,
2.492085996,,0.580350601918569
2.502010082,0.579636832618668,
2.506708801,,0.579636832618668
2.517535646,0.578923660780365,
2.520097445,,0.578923660780365
2.53221541,0.578212353073988,
2.535444898,,0.578212353073988
2.54683645,0.577502631748171,
2.550657221,,0.577502631748171
2.562033536,0.576794505213712,
2.563788673,,0.576794505213712
2.574722455,,0.576089081101879
2.576217629,0.576089081101879,
2.588164963,,0.575385070380397
2.592709589,0.575385070380397,
2.603798545,,0.574681605429118
2.607677638,0.574681605429118,
2.61581047,,0.573979805209747
